0.071882,0.043562,0.067322,0.11971,0.0097104,-0.086196,0.13731,-0.10656,0.13495,0.027112,0.078984,0.051728,-0.075341,0.066727,-0.013426,0.065834,0.10561,0.15996
-0.0086173,-0.045361,0.17889,0.041416,0.15337,-0.013601,-0.023461,-0.010375,0.018148,0.060661,-0.048329,0.043112,0.024823,-0.032901,-0.075672,0.070109,-0.043034,0.0229
0.1318,0.027164,-0.043292,0.129,0.099432,0.019777,0.071941,-0.073235,-0.069042,-0.078285,-0.032364,0.058592,-0.045999,0.019985,0.024695,-0.037137,-0.04453,0.043529
0.058263,0.072394,0.054522,0.11772,0.057572,0.048526,0.12894,-0.13129,0.058068,0.0926,0.16699,-0.13134,-0.011363,0.075355,-0.0068677,0.013251,0.065616,0.087811
-0.011907,-0.051225,0.17722,0.027038,0.15691,-0.012396,-0.02326,-0.011581,0.02993,0.06647,-0.073896,0.049698,0.042357,-0.020031,-0.041485,0.043783,-0.019361,0.0024513
0.11389,0.0022296,-0.072515,0.088679,0.12357,0.084864,0.028167,0.022092,-0.11164,-0.078877,-0.0654,0.12262,-0.042422,0.050819,0.12318,-0.057042,-0.063375,0.01477
0.1172,0.074539,0.022273,0.14626,0.020664,-0.01994,0.12219,-0.050541,0.040879,-0.034165,0.098531,-0.059103,-0.010633,-0.042612,0.036842,-0.058138,-0.018536,0.017485
-0.030618,-0.053945,0.17304,0.017343,0.14864,-0.0014526,-0.058853,0.027361,0.019531,0.078208,-0.074336,0.066943,0.039136,-0.072542,-0.014674,0.014649,-0.0016505,-0.0037046
0.060516,-0.042628,-0.067143,0.093439,0.10737,0.14406,-0.15056,-0.011007,-0.14364,-0.033146,-0.049949,0.02283,-0.0032983,-0.033055,-0.041333,-0.0087645,-0.077397,-0.088769
-0.087356,-0.011954,0.017205,-0.076904,0.038964,0.097533,0.031245,-0.10287,0.0093863,0.19998,0.072785,-0.0035512,-0.068354,0.31473,-0.049931,0.032534,0.1226,0.12682
-0.02798,-0.057933,0.17617,0.0016328,0.13895,-0.015169,-0.070999,0.012041,0.019528,0.070507,-0.081335,0.05133,0.050325,-0.081018,-0.011145,-0.04342,-0.011633,-0.024395
0.13905,-0.0019184,-0.051002,0.074937,0.12537,0.033543,0.028047,-0.10622,0.01297,-0.021686,-0.11014,0.11662,-0.013687,0.03921,-0.012304,-0.12489,-0.016141,-0.043158
0.11506,0.069306,-0.021354,0.13763,-0.076471,0.059776,0.043995,-0.049494,0.057934,-0.035699,0.0156,0.063896,-0.11128,-0.068368,-0.12502,0.024901,-0.10877,-0.099901
-0.048983,-0.035196,0.14743,0.023843,0.18932,-0.021586,-0.059195,-0.045668,0.0084487,0.078821,-0.035034,0.0090372,0.061687,0.006332,0.054799,-0.024041,0.052414,-0.001768
-0.0087152,0.0051682,-0.068655,0.028417,0.11667,0.22127,-0.13868,-0.039161,0.047837,-0.088368,0.006392,0.015154,0.045733,-0.099718,0.034639,-0.019285,-0.073894,-0.095426
-0.13716,-0.061766,0.021559,-0.09402,0.069723,0.042787,-0.12636,0.096124,-0.079258,-0.00056472,0.074414,-0.041316,-0.061842,0.0056952,0.023627,-0.040447,0.12904,0.0071633
-0.064459,-0.05081,0.14493,0.015377,0.17075,0.0018842,-0.096764,-0.010921,0.022608,0.049001,-0.054897,0.037405,0.00076041,-0.046683,0.02992,-0.077397,0.031703,-0.058148
0.088655,0.038472,-0.076212,0.055576,0.1027,0.11543,-0.10538,-0.11506,0.12941,-0.10889,-0.067207,0.082393,0.072094,-0.045788,0.021489,-0.078491,0.025184,-0.043921
0.092978,0.070604,-0.027614,0.10569,-0.062701,0.079197,0.06572,-0.078938,0.14059,-0.00060241,-0.027916,0.17523,-0.1153,-0.078228,-0.08889,0.029183,-0.091129,-0.1316
-0.061898,-0.02755,0.085051,-0.010048,0.19823,-0.011695,-0.051484,-0.10982,-0.0063593,0.071162,-0.13387,0.0038465,0.071204,0.11519,0.17038,-0.046371,0.041791,0.0069129
-0.041129,0.0051419,-0.086829,0.019101,0.061401,0.22502,-0.091307,-0.048478,0.0079111,-0.098001,0.092262,-0.13086,0.042721,-0.084802,0.038284,0.012858,-0.13201,-0.031914
-0.11846,-0.072022,0.038976,-0.061707,0.060622,-0.010208,-0.1286,0.12121,-0.11446,-0.00033817,0.10753,-0.065648,-0.049017,-0.0049317,0.083007,-0.013228,0.15544,0.012374
-0.088637,-0.038118,0.084267,0.016089,0.17991,0.017908,-0.013495,-0.10696,0.0056339,0.061537,-0.13137,0.060617,-0.046947,0.037718,0.17565,-0.12426,0.046606,-0.040624
0.058011,0.044146,-0.085837,0.024721,0.095036,0.11091,-0.1001,-0.12209,0.15608,-0.12556,0.057825,-0.033442,0.15615,-0.14243,0.070428,-0.079489,0.041523,0.020971
-0.015597,-0.0060888,0.091922,0.11445,-0.01081,0.10859,-0.16762,-0.046361,-0.061667,0.040332,0.183,-0.054755,-0.022368,0.061716,-0.11507,0.1224,0.047508,0.036401
-0.0072765,-0.046654,0.19414,0.046306,0.1139,-0.023715,-0.018966,-0.035246,0.039271,0.085726,-0.012826,0.0068752,0.030452,-0.057231,-0.071781,0.036663,-0.037216,-0.044465
