0.031729,0.04011,-0.09542,0.056351,0.11893,-0.066569,-0.11745,0.18743,0.10873,-0.017721,-0.07295,0.082172,0.10013,0.040912,0.14101,0.10814,-0.13937,-0.020664,0.13836,0.05844,0.2693,0.033876,-0.097496,0.020702,0.048026,-0.058742,-0.092859,0.09805,-0.18677,-0.20641,0.16892,0.085965,-0.091728,0.034178,-0.14745,-0.041795,0.18612,0.039708,-0.085652,0.025525,0.033189,-0.07645,0.071352,0.015223,-0.10656,-0.033818,0.058976,0.0055061,0.023489,0.023079,0.044254,0.037746,0.03932,0.05908,0.038226,-0.06241,0.070175,0.038927,0.07599,-0.12975,-0.018073,-0.18994,0.092699,0.072932,0.094068,-0.059097,0.0070985,-0.14066,0.047579,0.047298,0.020323,0.057416,-0.0015031,0.063139,-0.025337,0.053861,-0.11804,0.043356,0.066939,0.030905,0.01643,0.14171,0.14034,-0.010437,0.11578,0.10752,-0.026061,-0.018153,0.059015,-0.0075244,0.0021604,0.074687,0.094804,-0.004893,0.034645,-0.09609,0.017321,0.11698,-0.10451,-0.0024982,0.059499,0.056405,0.027942,-0.085601,0.033033,-0.0082356,0.045417,-0.063268,-0.14583,0.022345,-0.016924,-0.0532,0.083875,0.012578,-0.048875,0.062086,0.10744,0.066467,0.11843,0.084099,-0.0052977,0.07325,-0.01629,0.094985,0.079925,-0.16024,-0.0099908,0.027026,-0.091673,-0.029626,0.030715,-0.030128,0.065825,0.13607,0.022711,-0.060193,0.11324,-0.033669,0.024135,0.019635,-0.0086459
-0.14692,0.080593,-0.065058,0.028376,0.0074962,-0.10054,-0.029354,-0.014776,-0.036011,-0.045585,-0.025261,0.076139,0.031938,-0.0024429,0.015923,-0.019397,-0.090429,0.02621,-0.061395,-0.015547,-0.051537,-0.021726,0.013771,0.0075105,-0.035185,-0.0051543,0.027349,0.0076099,0.064912,0.016486,-0.026497,0.030962,0.033057,0.03521,-0.037508,0.024824,-0.20032,0.062442,-0.064545,-0.11629,-0.027865,-0.044778,-0.12287,0.05159,-0.034888,-0.016851,-0.064389,0.1126,0.064876,-0.12447,0.071416,0.051006,0.032311,0.026079,0.0041159,-0.1556,0.038788,0.088528,-0.078753,-0.23042,0.0036313,0.02634,-0.15953,-0.048338,-0.12909,-0.099787,-0.07865,0.10933,0.053636,-0.074346,-0.17388,0.035092,-0.013615,0.041464,0.29383,0.016385,-0.13036,-0.21287,0.043857,0.073506,0.1178,-0.047829,0.076518,-0.077943,0.036529,0.09772,0.017161,-0.046062,-0.032882,-0.082866,-0.022363,-0.025917,0.035744,0.020499,0.074513,-0.0044666,0.032482,0.0025791,-0.22367,-0.067803,-0.0084358,-0.016488,-0.046418,0.0014141,-0.1071,-0.083656,-0.12757,0.12071,-0.0088254,-0.12521,-0.076577,0.022479,-0.14493,0.075186,0.078716,-0.082879,0.0020268,-0.041318,0.0059867,-0.068279,-0.17335,-0.080495,0.041974,0.17901,-0.067111,-0.025198,0.089992,-0.16441,-0.039036,-0.058297,-0.034806,-0.018922,0.13426,0.021971,0.10384,-0.1573,0.053851,-0.012477,-0.066446,-0.044577,-0.085877
-0.064441,-0.051683,-0.020908,0.12815,-0.079644,0.060721,-0.17134,-0.015486,-0.10793,0.15616,0.039055,-0.08631,-0.0039108,-0.0078066,0.17168,0.089257,-0.040849,0.14505,-0.15518,0.023455,0.046913,-0.00069006,-0.043395,-0.1082,-0.061789,0.012149,0.0032541,0.011382,0.13326,-0.0043808,-0.13858,0.079552,0.041771,-0.13424,0.14774,0.022685,0.14172,0.081996,5.4797e-05,-0.05239,0.10786,-0.044491,0.17457,0.060464,-0.025928,-0.12465,0.077132,0.041844,0.079555,-0.01972,0.09019,0.1033,0.10457,0.041331,-0.00049802,-0.0044873,0.052188,-0.070725,0.027125,0.012557,-0.066689,-0.032079,0.0041041,-0.069046,0.027668,-0.11447,-0.16335,-0.058786,-0.094235,-0.062746,0.029969,0.10883,0.12694,0.11646,-0.09129,0.10968,-0.026944,0.086725,0.1194,-0.072833,-0.042209,0.13438,-0.098988,0.030581,0.12614,-0.10902,-0.019755,0.11522,-0.179,-0.049629,-0.059465,-0.030028,0.09963,-0.029167,0.19683,-0.020558,-0.07125,0.14358,0.12726,-0.10167,0.026835,0.028008,-0.10509,0.03098,0.020617,-0.04739,-0.10397,0.02548,-0.023737,-0.078709,0.029738,0.054125,-0.15755,0.0020005,0.076513,-0.0079013,-0.0052749,-0.061214,-0.0041005,-0.047532,-0.014194,-0.053686,-0.15171,0.011292,-0.032748,-0.0088305,-0.032662,0.020618,0.015611,0.046395,-0.0074358,0.03831,0.020161,-0.14693,-0.13246,0.03434,-0.070535,0.13359,-0.027871,-0.071369,-0.073956
0.0040347,0.014381,-0.13502,-0.015722,0.061736,-0.0018769,-0.12584,0.27295,0.07689,-0.053782,0.058167,-0.046428,0.11043,-0.039023,0.0020235,0.10698,-0.13253,-0.20835,-0.081634,0.036796,0.02214,0.1123,-0.0062586,0.023169,0.083811,-0.10139,-0.028285,-0.13558,0.087321,-0.099194,0.12736,0.019785,0.15737,-0.080082,0.23973,-0.025988,-0.034021,0.10008,0.0083054,0.055653,0.038057,-0.03777,-0.036245,-0.0095773,-0.034669,0.10603,0.080326,-0.00093083,-0.10448,-0.15042,-0.0047436,-0.052676,0.030737,0.025639,0.012871,0.033295,0.050302,-0.020968,-0.085288,0.044233,0.11233,0.050972,0.042838,0.084371,-0.10597,0.040494,0.12116,0.019788,0.014277,0.091313,-0.10628,0.040835,0.089431,0.045567,0.12172,0.038247,0.02327,-0.03505,0.051276,0.011489,-0.016162,-0.034546,0.097801,0.01519,0.01094,-0.1077,-0.067032,-0.069169,0.0020748,-0.027688,-0.086783,-0.19477,0.087994,0.092356,-0.053435,-0.18138,0.099536,-0.019406,0.18433,0.091724,-0.14097,-0.029175,0.08478,-0.06764,0.037083,0.12991,-0.087313,0.019766,0.132,-0.10854,0.03057,-0.081823,-0.114,-0.0044004,-0.083224,-0.11128,-0.19807,0.045895,0.026939,0.02537,0.075577,0.03664,0.012737,-0.0069035,0.049262,0.11814,-0.014792,0.010233,0.080962,0.10752,0.051028,0.0026022,-0.0066252,-0.047679,-0.0017915,0.0099974,0.015139,-0.021934,0.072829,-0.056772,0.038471
-0.15242,0.075959,-0.055636,0.021805,0.0011432,-0.10301,-0.033524,-0.020493,-0.016585,-0.04479,-0.026719,0.071086,0.032037,-0.0017358,0.0034772,-0.03375,-0.048352,0.024103,-0.053598,-0.010312,-0.043596,0.00071618,0.0053719,0.0065348,-0.023813,0.014281,-0.0028992,-0.012528,0.072728,-0.0078484,-0.00092929,0.013784,0.011612,0.019496,-0.023324,0.10827,-0.061768,0.052104,-0.075907,-0.012797,-0.11465,-0.083627,-0.047654,0.057127,-0.09256,0.021639,0.18123,0.074938,0.062575,0.24401,0.068728,0.039298,0.014041,0.14665,0.099825,0.17307,0.073094,0.11431,0.092235,0.095246,0.12345,0.016635,-0.10586,0.063944,0.035005,-0.096077,0.13386,0.036461,-0.12227,0.086464,0.1228,0.084376,0.092931,0.10606,-0.1618,0.049653,-0.046148,-0.053978,0.059954,-0.026959,0.13791,0.038397,0.0025275,-0.12208,0.010084,0.08393,0.063101,-0.069743,0.05606,-0.078677,-0.05817,0.098179,0.13311,-0.0053619,-0.11466,0.19986,-0.042647,-0.17813,-0.10049,0.020666,-0.074341,0.082357,0.014451,-0.016922,0.020766,-0.092867,-0.022982,-0.011569,0.14626,0.034212,0.033947,-0.016227,-0.061692,-0.065849,0.01649,0.094371,0.039392,0.0076109,-0.23755,0.023743,-0.0063161,0.009623,0.061745,-0.17863,0.0318,0.053686,0.0020113,0.076791,0.0064555,0.014189,0.15026,-0.0018524,-0.08249,-0.0217,-0.064172,0.039732,0.11894,-0.11397,0.13189,-0.23638,-0.094798
-0.04304,-0.10199,0.057964,0.092044,-0.061241,-0.0076304,-0.1999,-0.098109,-0.14383,0.017867,0.056891,-0.075642,0.0075583,-0.044979,0.029424,0.085483,0.013191,0.098968,-0.13681,-0.069951,0.12249,0.059345,-0.030777,-0.022484,0.014504,0.071935,-0.13863,-0.0051815,0.076538,-0.00015496,-0.063816,-0.0041715,0.022575,0.0079882,0.03549,0.00072431,-0.13684,0.061224,0.01515,-0.053658,-0.039957,0.027305,-0.062204,0.0094511,0.037069,-0.0125,0.12424,0.020717,-0.0056401,0.0011045,-0.0086334,0.10847,0.031723,-0.080034,0.11225,-0.031295,-0.021166,0.10556,-0.035484,0.068346,-0.045985,0.10771,0.052553,0.033516,0.0091509,0.0040632,0.020739,0.054595,0.0064861,0.002098,-0.052234,-0.024068,0.2803,-0.023219,-0.027852,-0.027045,-0.23516,0.044197,-0.016044,0.015457,-0.0050262,0.0003779,0.11343,0.066693,0.034773,0.11277,-0.056919,0.023164,0.21297,0.129,0.11792,0.079229,-0.12883,0.025652,-0.12145,-0.11493,0.032568,-0.097395,0.11877,-0.029086,-0.015221,-0.24498,0.018899,-0.092387,-0.012254,0.070886,0.26674,-0.016038,-0.13874,0.02449,-0.0062071,0.051204,0.12072,-0.032415,-0.00040649,0.036601,0.078578,0.00043592,-0.10016,-0.014342,0.0047944,-0.0046358,0.0016497,0.1033,0.021339,0.19645,0.083751,0.074982,-0.015194,-0.050123,-0.0073052,-0.023855,0.13891,0.062604,0.024455,-0.15114,-0.058009,0.039615,0.12385,0.072775,-0.047952
-0.048303,0.012807,-0.13652,-0.082413,0.064652,0.047245,-0.20104,0.14211,0.059704,0.031709,-0.057684,-0.099263,-0.022453,0.031261,-0.028448,0.064892,0.076373,-0.1782,0.0013707,0.055568,0.041078,0.036956,0.086082,0.066349,0.036829,0.024226,0.15264,0.27059,0.02643,0.021601,-0.093047,0.054169,0.0060046,0.046309,-0.13113,-0.10436,0.037568,0.031655,0.048808,-0.062753,0.0272,0.02597,0.040713,0.0677,0.065903,-0.10004,0.071432,-0.037046,0.083837,0.089349,-0.047682,0.083551,-0.34092,-0.024171,0.053913,-0.06968,0.013202,0.15002,-0.11735,0.05687,-0.024657,-0.0035998,-0.019615,-0.039509,-0.083133,0.054429,-0.050158,-0.088405,-0.030319,-0.1076,-0.045039,0.010309,-0.043205,0.0087547,0.0032907,0.024419,-0.09932,-0.030567,0.0052272,-0.14394,-0.086715,0.0076551,-0.083479,0.039667,0.0024966,-0.14223,-0.035448,-0.027363,-0.14023,-0.0076634,-0.18231,-0.11822,0.0018066,-0.014859,-0.014592,0.24449,-0.015778,-0.059987,-0.0019956,0.03407,-0.11829,-0.022202,0.058428,0.087124,-0.055024,0.21901,0.098376,0.042222,0.092725,0.13735,-0.043587,0.014062,0.021874,0.068838,-0.022574,0.054585,-0.033827,-0.0040905,-0.090007,-0.0095539,-0.097972,-0.0033836,-0.044782,0.020551,-0.029898,0.027606,0.029486,0.033317,-0.073351,-0.035462,-0.044696,0.006022,0.093519,0.10489,-0.050715,-0.031676,0.011695,-0.10235,0.020071,0.11946,-0.086541
-0.1492,0.087757,-0.057278,0.019536,0.0055352,-0.088268,-0.028607,-0.03809,-0.016425,-0.042894,-0.036648,0.063376,0.030427,0.026814,-0.026424,-0.019464,-0.054673,0.016818,-0.033623,-0.015402,-0.010348,-0.0028702,0.028657,0.015037,-0.020206,0.037057,-0.024037,-0.0027927,0.0093635,-0.062507,0.0092504,-0.011192,-0.030568,-0.048184,-0.028963,0.16407,-0.13002,0.0016949,-0.047423,-0.17171,0.10697,0.029506,0.044794,0.032218,-0.0050797,-0.052457,0.1108,-0.06137,0.053702,0.010161,-0.026964,0.048446,0.070127,0.0056104,0.17742,-0.012457,-0.13028,0.038302,0.064491,0.029832,-0.046839,0.048484,-0.090586,-0.045507,0.046719,0.0076953,-0.079689,0.047625,0.023176,0.082598,0.12284,-0.071052,-0.053347,-0.04901,-0.035938,-0.084108,0.10173,0.0047005,-0.076244,-0.12325,-0.014576,0.074035,-0.055489,0.044518,0.082324,-0.11716,-0.082111,-0.14601,0.16253,-0.012491,-0.091745,0.044979,0.011128,0.059123,-0.040151,-0.096185,0.07571,-0.012538,0.024397,0.068324,0.26133,-0.051589,-0.065609,0.34743,-0.013445,0.12652,-0.12412,0.11293,-0.15952,0.095917,-0.033989,0.097392,-0.081446,0.10727,-0.086483,-0.013652,-0.25169,0.066933,0.097786,0.070538,-0.071912,0.10083,0.041908,0.07179,0.075377,0.025521,-0.032443,0.10805,0.073448,-0.0079413,0.067035,0.045241,-0.093138,0.12531,0.055511,0.094717,0.13681,0.14678,-0.018429,0.069465,0.068481
-0.055022,-0.11945,0.082992,0.051089,0.042041,-0.010797,-0.094021,0.053366,-0.17729,0.037112,0.0083122,-0.059099,0.0068188,-0.089792,-0.14842,0.096695,-0.19286,-0.020619,0.018805,-0.099608,-0.16428,-0.056564,0.11388,-0.067399,0.081274,0.031018,0.083606,-0.072935,0.0029127,-0.063004,-0.057638,-0.1416,-0.3055,0.091828,-0.085025,-0.085361,0.044427,-0.045393,0.10005,-0.12315,0.12194,0.085508,0.092514,-0.038218,0.12045,-0.11017,0.064277,0.00090442,0.0058856,0.079955,-0.0031265,-0.042662,-0.08437,0.0074297,0.052656,0.14805,0.047156,0.17326,-0.082328,-0.034193,0.13022,-0.081136,0.16737,0.05083,-0.071382,-0.053053,0.031259,-0.11298,0.032087,-0.011439,-0.088773,0.021946,0.013527,0.0054295,0.018442,0.031279,-0.08316,-0.094951,0.010279,0.082244,0.013568,-0.054515,0.084249,-0.11501,0.033451,0.0033525,0.021761,-0.10574,-0.013399,-0.1075,0.18557,0.020669,-0.01109,-0.047848,-0.048721,-0.055594,-0.043722,-0.014907,-0.057221,0.0083163,0.13272,0.074119,0.00041509,0.090259,0.00082005,-0.10394,-0.036025,-0.054363,0.063624,-0.10947,-0.012113,0.065431,-0.024185,-0.024615,-0.088416,-0.24859,0.00016766,0.02224,0.092798,0.039927,0.11327,0.026547,-0.15303,-0.07965,0.01881,0.10812,-0.075494,0.020315,-0.056803,-0.025713,0.056838,-0.050743,-0.0407,-0.037584,-0.041811,0.063457,-0.053645,0.01775,-0.06478,0.098801,-0.029847
0.049676,-0.0065324,0.045697,0.13935,-0.032234,-0.13848,0.049986,0.1175,0.11856,-0.11526,0.11496,-0.029247,0.24848,0.092971,0.11701,0.02865,-0.061161,0.11034,-0.051104,0.12546,0.073143,-0.094078,0.062658,0.064197,-0.062337,-0.069739,-0.061101,0.15371,0.011369,-0.099085,-0.16742,0.053574,-0.046703,0.080173,-0.13541,0.1006,-0.20381,-0.067233,0.024846,-0.055584,0.023788,0.0051928,-0.25446,-0.030583,0.0055058,-0.05146,-0.053193,-0.032978,0.045291,0.072477,-0.057468,0.0048964,-0.088053,-0.0017052,-0.067247,-0.0016751,-0.065855,-0.019967,0.043294,0.076527,-0.08163,0.012007,-0.11838,-0.11986,0.047036,-0.021179,-0.0072075,-0.055148,-0.0074744,-0.12618,-0.017081,-0.042669,0.018722,-0.025628,0.0044385,-0.060379,-0.00010735,-0.027037,-0.050658,-0.012813,0.027229,-0.0092967,0.048161,-0.039111,-0.0061792,-0.042376,0.047416,0.049638,0.035598,0.023532,0.089419,0.05384,0.14937,0.0017062,0.042597,0.13235,-0.01137,0.03336,0.19508,0.041456,-0.099079,0.069466,0.0093381,-0.15155,0.026866,0.10229,-0.084376,0.017175,-0.12398,-0.19897,-0.032679,-0.011284,-0.044943,0.034048,-0.10987,-0.10427,0.11842,0.0214,0.0352,0.034239,0.088678,0.038268,-0.15287,-0.15634,0.033412,0.059382,0.0011744,-0.047088,0.1131,0.031775,0.0036232,0.12751,-0.096519,-0.08871,0.11698,0.078076,-0.062808,-0.013662,0.049473,0.12829,0.03584
