0.87061,0.9638,0.90331
0.84753,0.95789,0.88479
0.90607,0.95301,0.95074
0.88375,0.93512,0.94507
0.76433,0.95077,0.8039
0.87314,0.97176,0.89851
0.84662,0.95164,0.88964
0.84687,0.95675,0.88515
0.79769,0.96817,0.82391
0.73584,0.97305,0.75622
0.91163,0.96904,0.94075
0.9186,0.96937,0.94762
0.90144,0.95313,0.94576
0.86685,0.96286,0.90028
0.8088,0.95708,0.84507
0.77615,0.95467,0.813
0.87916,0.96712,0.90905
0.82762,0.96942,0.85373
0.85889,0.95052,0.9036
0.86492,0.93973,0.92038
0.84398,0.92734,0.91011
0.88756,0.94717,0.93707
0.91342,0.95988,0.9516
0.90368,0.96561,0.93587
0.88189,0.95322,0.92516
0.87429,0.96409,0.90686
0.81152,0.94494,0.8588
0.82915,0.96649,0.8579
0.8559,0.96554,0.88645
0.88783,0.97244,0.91299
0.81712,0.94637,0.86342
0.7859,0.92904,0.84592
0.90104,0.9616,0.93703
0.90723,0.96198,0.94308
0.85648,0.96773,0.88503
0.8834,0.97853,0.90278
0.73584,0.92734,0.75622
0.9186,0.97853,0.9516
0.8563,0.95797,0.8939
