0.030763,0.043914,0.093381,0.17401,0.14045,-0.030941,-0.028143,-0.052477,0.042122,0.064698,-0.0093012,-0.12065,-0.057168,0.044369,0.089257,0.093069,0.010046
-0.058558,0.18908,-0.026271,0.062028,0.0083148,-0.06198,-0.0098998,-0.016463,-0.047719,-0.0046726,-0.023121,-0.0003404,-0.0048968,-0.028999,-0.033823,0.019375,0.017477
0.011733,0.071638,0.15725,0.061382,0.039439,0.10247,0.11244,0.025919,-0.14042,0.018719,-0.1419,-0.097861,0.14245,0.042319,-0.006075,0.031639,0.024653
0.021783,0.049577,-0.045921,0.11446,0.13789,0.025719,0.070817,-0.077571,0.14104,-0.026939,-0.0013717,-0.22973,-0.15265,-0.1475,0.096806,0.091968,-0.013628
-0.061648,0.18753,-0.036581,0.054347,-0.0017051,-0.069373,-0.0054885,-0.012369,-0.045697,-0.019197,-0.014442,0.010962,-0.0089349,-0.021699,-0.034517,-0.00064787,0.023171
-0.011123,0.0075526,0.20477,0.083363,0.039597,0.057297,0.12386,0.0055058,-0.15469,0.016294,-0.09385,-0.054342,0.055814,0.00017387,-0.11664,0.014902,-0.023246
0.036992,-0.043183,-0.049618,0.046466,0.20839,0.084259,0.096552,0.011063,-0.029789,-0.13542,0.04251,-0.13381,-0.15917,0.00939,0.081043,0.076154,0.017456
-0.061639,0.18865,-0.044632,0.051409,0.0029675,-0.055754,-0.0034143,-0.0015011,-0.051574,-0.028373,0.0017704,0.026604,-0.010592,-0.016119,-0.026214,0.0081457,0.021334
0.016119,0.0036478,0.14573,-0.012275,-0.022278,0.009092,0.052279,-0.1049,-0.18487,-0.020663,0.14792,-0.20534,-0.025431,-0.10424,-0.060844,0.22893,-0.12554
-0.022231,0.099974,0.13897,0.13053,-0.024313,-0.06625,-0.012824,0.00048304,0.15139,0.051569,-0.10492,-0.111,0.027249,-0.028406,0.04993,-0.099469,-0.037563
-0.057418,0.18719,-0.042357,0.057797,-0.0087363,-0.061016,-0.018465,0.0011441,-0.06561,-0.026348,0.007004,0.037918,-0.0066466,-0.018134,-0.029639,0.0034028,0.026672
0.039073,0.016215,0.22989,0.073405,0.021617,0.062598,0.0048129,-0.019884,-0.11752,-0.013813,0.05853,0.001837,0.036623,0.027536,0.059961,0.070037,-0.011325
0.061516,-0.048294,-0.12521,-0.017444,0.11366,0.17792,0.0078086,0.1108,0.0099358,-0.14779,0.044675,-0.079024,-0.070153,0.059906,-0.02575,0.068443,0.049468
-0.062047,0.18475,-0.029527,0.070869,-0.017537,-0.023554,-0.026186,0.038393,-0.032511,-0.039132,0.012139,0.022004,-0.056261,-0.027952,-0.045343,0.052666,0.049032
-0.017508,-0.084886,0.075488,-0.10703,-0.13716,-0.16203,0.060403,-0.072423,-0.080649,-0.060637,0.088194,-0.091373,0.0062156,-0.05863,-0.0067763,0.13391,0.030027
-0.055169,0.053527,0.15365,0.016799,-0.029356,-0.18661,-0.0062763,-0.040309,0.043345,0.1178,-0.083154,-0.097547,0.038471,-0.063245,0.050148,-0.10989,0.055547
-0.050811,0.18431,-0.026532,0.078128,-0.030263,-0.024774,-0.037577,0.04547,-0.041626,-0.066341,-0.009638,0.036626,-0.076769,-0.017786,-0.048417,0.013561,0.016853
0.05129,-0.019688,0.23092,0.026419,-0.046237,-0.048598,-0.038299,7.5619e-05,-0.084993,-0.083524,-0.0099983,0.015372,0.036402,0.034992,0.12933,0.010851,0.08351
0.057166,-0.011095,-0.099262,-0.042088,0.13253,0.10932,-0.018122,0.16974,0.076355,-0.15506,0.034905,-0.084634,0.080647,0.019863,0.010721,-0.12403,0.18467
-0.063607,0.17775,-0.014001,0.080524,-0.0032663,-0.026454,-0.05713,0.062764,-0.021355,-0.04832,0.03698,-0.0018448,-0.077182,-0.04069,-0.047411,0.040526,0.068521
0.012289,-0.11557,0.034491,-0.071057,-0.1787,-0.12352,0.015323,-0.043779,-0.041013,-0.04534,0.030865,-0.031666,-0.060841,0.0079603,0.004747,0.23744,0.013358
