-0.024312,0.047665,-0.14379,-0.059983,-0.13779,0.058344,-0.037324,0.12037,0.19546,0.014756,0.041311,-0.0094935,0.028798,-0.073008,0.056026,-0.016287,0.096395,0.036152,0.15704,-0.051707,-0.076596,-0.077839,-0.15824
0.16204,0.010833,-0.031106,-0.087496,-0.014385,0.041528,0.074517,-0.0070295,0.06718,-0.016866,-0.033225,0.013838,0.0042746,0.030228,-0.013871,-0.021558,-0.0011248,-0.0046364,-0.038713,0.0055312,0.0032744,0.016176,-0.017489
0.044988,0.02584,-0.1674,0.060183,-0.088277,-0.073606,0.084548,0.099261,-0.066769,-0.124,-0.0011014,0.055249,-0.16042,0.04491,0.11057,0.0063312,-0.099636,-0.054717,-0.046924,-0.0034766,0.013019,-0.014397,0.018274
-0.015555,0.072964,-0.052343,-0.12634,-0.096075,-0.047162,0.0074894,0.15577,0.18272,0.1224,0.1352,-0.08847,-0.031542,-0.050803,-0.041467,-0.0080243,0.20663,0.053412,-0.10366,-0.0098218,0.0095287,0.05157,-0.15342
0.16319,0.0095652,-0.017689,-0.087492,-0.0036566,0.045092,0.077836,-0.0035549,0.054292,-0.010548,-0.038335,0.011256,0.018256,0.021714,-0.029659,-0.025081,-0.011124,0.0030666,-0.036163,0.0056148,0.015792,0.012418,-0.018447
0.020147,-0.032513,-0.16457,0.097175,-0.12132,0.0013569,0.12144,0.049663,-0.10571,-0.11731,0.071258,-0.0097365,-0.063861,0.012094,0.054524,0.0098802,-0.1004,-0.071225,-0.045605,0.026627,0.040006,-0.025605,-0.03667
-0.081143,0.048542,-5.4169e-05,-0.107,-0.15028,-0.087172,-0.00626,0.19005,-0.019902,0.010084,0.059788,-0.073275,0.099004,-0.062856,0.030214,-0.038628,0.088513,-0.065603,0.036386,0.012033,0.04795,0.10276,0.017247
0.16327,0.011041,-0.013786,-0.094427,-0.0049009,0.036398,0.072832,-0.0040537,0.03459,-0.010608,-0.043761,0.014047,0.046125,0.0074557,-0.026027,-0.010895,-0.0013975,-0.0067713,-0.024535,0.0040996,-0.0022282,0.023547,-0.034451
0.027564,-0.12426,-0.089115,0.055571,0.0059988,-0.0098019,0.05055,0.15156,-0.032853,-0.18303,0.13903,-0.098142,-0.0067704,0.078082,0.059306,0.11184,0.08277,-0.021908,-0.14915,0.14421,-0.04207,0.16015,0.13582
0.078865,0.025247,-0.15075,0.05465,-0.035758,0.10735,0.017874,-0.0068512,0.14516,0.13828,0.024089,-0.03589,-0.1377,-0.12556,-0.024321,0.048477,-0.055024,0.047544,0.037367,-0.047011,-0.10917,0.018721,-0.03554
0.16212,0.0073599,-0.019339,-0.094659,0.0056384,0.046006,0.065913,-0.0093557,0.028396,-0.022349,-0.056874,0.012218,0.040941,0.027015,-0.036253,-0.018653,-0.0063523,-0.0051243,-0.034258,0.014606,0.012938,0.0076415,-0.035291
0.01774,-0.079912,-0.2007,0.086035,-0.056657,-0.0039921,-0.030744,0.096386,-0.087819,-0.077748,-0.019801,-0.00088797,-0.0021104,0.029728,0.056001,0.031298,0.011541,0.027372,-0.0024997,0.03427,0.091233,0.031324,-0.071401
-0.083591,0.092037,0.047931,-0.099577,-0.044609,-0.15918,-0.090643,0.11137,-0.069997,-0.023311,-0.0013034,-0.11088,0.11456,0.017956,-0.0036427,-0.027034,-0.035848,-0.051341,-0.011111,0.0070519,-0.057075,-0.0035183,-0.081418
0.15948,0.03149,-0.033306,-0.083319,0.00032829,0.035318,0.053765,-0.019745,0.043714,-0.01956,-0.04808,-0.052158,0.10326,-0.012697,-0.036235,0.0043039,0.0078327,-0.053578,-0.024968,-0.022724,-0.011226,0.021384,-0.057108
-0.036808,-0.084642,0.067007,0.1491,0.10212,0.10819,0.094142,0.13517,0.044428,-0.094386,0.042764,-0.0042393,0.07396,0.04253,-0.015641,0.055211,0.059186,0.028921,-0.1416,0.0648,-3.6565e-06,0.084131,-0.0027225
0.07657,-0.066437,-0.052118,0.11968,-0.043699,0.14522,0.058072,-0.023896,0.15328,0.04796,-0.0088735,0.082138,-0.16327,-0.1179,-0.086504,-0.0093175,0.0070505,-0.11257,-0.042857,0.010875,-0.063258,-0.018609,0.127
0.15715,0.024289,-0.045387,-0.085752,0.015474,0.037167,0.053004,-0.025012,0.013919,-0.0032349,-0.080389,-0.073717,0.07105,0.0010332,-0.044272,-0.044001,-0.013687,-0.021838,-0.061767,-0.012319,0.0056702,0.016944,-0.06614
-0.02207,-0.071447,-0.15788,0.14811,0.0021829,0.06282,-0.027915,0.1382,-0.0030515,-0.023761,-0.13924,0.021902,0.01275,0.054769,-0.0047792,-0.043804,-0.018255,-0.071806,0.063266,-0.02629,0.043018,-0.014339,-0.083332
-0.04507,0.097094,0.062501,-0.070447,-0.071997,-0.14119,-0.12875,0.15504,-0.046723,0.030705,-0.084657,-0.031621,0.01908,0.049548,-0.16468,0.024732,-0.1368,-0.02477,-0.035146,0.053165,-0.035566,-0.0576,-0.070929
0.15596,0.034052,-0.040947,-0.077523,-0.020615,0.048132,0.024435,-0.016802,0.055301,-0.02681,-0.060637,-0.08209,0.10559,-0.016146,-0.072258,0.0060867,0.0086007,-0.042445,-0.03958,-0.038598,0.0032973,0.039595,-0.036416
