0.71083,0.84167,0.84455
0.84757,0.9007,0.94102
0.79721,0.87469,0.91142
0.85845,0.90896,0.94443
0.80297,0.88546,0.90684
0.84969,0.91913,0.92445
0.67662,0.85375,0.79252
0.68575,0.8182,0.83811
0.81201,0.87498,0.92802
0.6069,0.88034,0.68939
0.75808,0.83389,0.90909
0.86216,0.9074,0.95014
0.82901,0.85921,0.96485
0.84337,0.87054,0.96879
0.80421,0.87897,0.91494
0.81744,0.89949,0.90878
0.72337,0.82889,0.8727
0.85144,0.87145,0.97703
0.75331,0.82117,0.91737
0.76172,0.84567,0.90073
0.78415,0.84058,0.93286
0.74531,0.80625,0.92442
0.80727,0.86402,0.93431
0.83401,0.85254,0.97826
0.78323,0.83676,0.93603
0.78758,0.84469,0.93238
0.80183,0.86614,0.92575
0.80401,0.85055,0.94528
0.73703,0.80956,0.9104
0.73842,0.81892,0.9017
0.81278,0.87202,0.93207
0.7786,0.90145,0.86372
0.6069,0.80625,0.68939
0.86216,0.91913,0.97826
0.78332,0.86056,0.91007
