0,0.0062247,0.77411,0.033909,-0.0027915,0.58748,0.05324,-0.18287,0.52082,0.054906,0.1803,0.52128,0.080487,-0.36769,0.48429,0.011406,0.34845,0.46429,0.0213,-0.45206,0.51149,-0.085397,0.43807,0.49659,-0.069333,-0.0040093,0.23482,0.054954,0.17399,-0.077152,0.093034,-0.027518,0.078351,0.090555,0.00061079,-0.15981,-0.50269,-0.041919,0.14217,-0.50415,-0.012727,-0.23039,-0.90154,0.019108,0.18058,-0.90554,0.055371,-0.0037155,0.059581,0.010519,-0.0030839,0.059963,0.0074068,-0.0044288,0.099955,0.0077464,-0.0023636,0.089826,-0.010829,-0.037482,0.33967,-0.062171,0.045654,0.33007,-0.08388,0.012766,0.57549,-0.097232,-0.0074799,0.56555,-0.08328,0.0017984,0.072221,0.0015173,0.076206,0.0015475,0.076797,-0.00078703,3.7533e-05,0.075921,-0.003239,0.0669,0.0090513,-0.012503,-0.053489,0.0087754,-0.00213,0.14453,-0.0027801,-0.044083,-0.11666,-0.0035892,-0.035087,-0.011943,-0.20572,-0.0094142,-0.0066127,-0.20413,-0.0069082,0.022201,-0.15533,-0.0084671,-0.031954,-0.15455,0.0064796,0.22102,-0.0044159,-0.066119,-0.19949,0.012517,-0.020445,0.54386,0.063959,0.029743,-0.5214,0.07304,0.056658,-0.0037436,-0.17397,-0.0022941,-0.16819,0.0101,-0.15885,-0.0044609,-0.0060385,-0.15534,0.0077502,0.073723,-0.10698,-0.072843,-0.048695,-0.099661,-0.075987,0.10169,-0.10233,0.035749,-0.10199,-0.094974,0.036641,1.0446,0.44695,0.20875
1,-0.0017027,0.72688,0.066589,-0.015733,0.52679,0.072621,-0.19077,0.45607,0.046047,0.16012,0.46209,0.066902,-0.35493,0.42478,-0.010075,0.32813,0.40261,0.029564,-0.44977,0.44195,-0.081708,0.42687,0.42505,-0.063384,-0.005194,0.18247,0.058393,0.12682,-0.06952,0.047306,-0.020034,0.075487,0.051563,-0.013411,-0.1561,-0.5741,-0.05433,0.16341,-0.56477,-0.049358,-0.24904,-0.99935,0.013773,0.22045,-0.99497,0.034533,-0.0070992,0.085614,0.014013,-0.0053226,0.080642,0.013426,-0.00049809,0.10814,0.0086615,-0.0045154,0.10367,0.00049954,-0.045846,0.31317,-0.052957,0.041885,0.31287,-0.089371,-0.018745,0.54491,-0.11157,-0.0071365,0.56728,-0.12043,-2.9626e-05,0.085684,0.0029306,0.089251,0.0086613,0.089504,-0.0012102,-0.0061521,0.091697,-0.0039082,0.090081,0.014773,0.015181,-0.069349,0.019872,0.012459,0.18322,-0.003254,-0.017161,-0.16255,-0.0028293,-0.019669,-0.004081,-0.21602,-0.016954,-0.0078995,-0.20052,-0.021889,0.0042985,-0.18876,-0.032228,-0.014438,-0.19162,-0.015151,0.18199,-0.02966,-0.11129,-0.17702,-0.0061023,-0.11712,0.47803,0.072775,-0.071615,-0.48371,0.07472,-0.071939,-0.0038473,-0.18928,-0.0037746,-0.19166,0.0018984,-0.19174,0.00034628,0.00045195,-0.18469,0.0082115,0.099452,-0.14061,-0.077917,-0.079161,-0.1002,-0.079011,0.14595,-0.079432,0.05399,-0.16399,-0.055572,0.03122,1.0447,0.45519,0.19244
0,-0.005761,0.76305,0.080105,0.00046412,0.57744,0.057314,-0.17366,0.50536,0.039088,0.16122,0.50996,0.076316,-0.32584,0.47193,-0.016073,0.30637,0.49566,0.011191,-0.39514,0.50571,-0.11508,0.3839,0.53909,-0.057658,-0.0052584,0.22371,0.054927,0.16293,-0.073625,0.087585,-0.023875,0.073397,0.087469,-0.0018172,-0.14193,-0.48364,-0.020483,0.10966,-0.47514,0.024993,-0.20178,-0.87329,0.029322,0.11507,-0.86792,0.088295,0.0018482,0.036199,-0.0065193,0.0022287,0.037426,-0.0026456,-0.0060536,0.090041,0.014972,-0.0018594,0.084053,0.0090214,-0.012055,0.3384,-0.051004,0.018885,0.3395,-0.054285,0.065556,0.58144,-0.047868,-0.056984,0.58547,-0.059699,0.00089467,0.057188,6.9034e-05,0.061354,0.0012773,0.060067,-0.0013871,-0.001691,0.059361,2.5922e-05,0.069905,0.0055109,0.022452,-0.054396,-0.00059622,0.021903,0.13163,-0.0087108,0.051085,-0.090387,-0.0027055,0.020298,-0.0081543,-0.18238,-0.059174,-0.0017981,-0.17748,-0.039727,0.0047131,-0.12367,-0.018374,-0.026266,-0.10508,-0.0074359,0.19991,-0.006246,0.0074683,-0.278,-0.018581,0.024422,0.50213,0.021604,0.16813,-0.63182,-0.021734,0.10603,-0.0023548,-0.1206,-0.006244,-0.11336,0.0077282,-0.11239,0.0059074,-0.005432,-0.10275,0.0043214,0.051449,-0.044409,-0.076623,-0.034823,-0.030576,-0.09234,0.075289,-0.031139,0.063251,-0.086207,-0.048474,0.015066,1.011,0.36534,0.22165
1,-0.0028069,0.7286,0.093179,0.0030438,0.55126,0.06279,-0.14882,0.48179,0.027232,0.17721,0.45914,0.029914,-0.29343,0.45727,-0.066905,0.30854,0.45459,-0.041181,-0.36237,0.47351,-0.18256,0.37915,0.49455,-0.1247,-0.00053126,0.18997,0.056406,0.12837,-0.07465,0.054765,-0.012548,0.073843,0.054901,-0.013098,-0.14175,-0.45695,-0.017909,0.11616,-0.46349,-0.0014365,-0.19772,-0.82004,0.039951,0.12996,-0.82542,0.059315,0.00080775,0.042753,-0.0046451,0.0078629,0.042558,-0.0033589,0.0041099,0.078961,0.0071114,-0.00085868,0.073963,0.00060426,-0.011218,0.3245,-0.053463,0.0051577,0.33015,-0.076201,0.054804,0.57614,-0.090371,-0.051318,0.58893,-0.096894,0.0021507,0.04974,-0.00073012,0.051048,0.00080033,0.051436,-0.00094377,-0.0033534,0.053142,0.0015335,0.077969,0.0054279,0.025311,-0.068149,0.0019601,0.03918,0.14399,-0.0047805,0.042088,-0.10799,0.015512,0.038442,-0.0036227,-0.20256,-0.04312,0.013749,-0.1963,-0.029011,-0.007891,-0.16384,0.0067135,0.0018289,-0.17317,-0.0057784,0.16587,-0.039163,0.044667,-0.24029,-0.051112,0.044652,0.45371,0.076713,0.24287,-0.58772,0.034708,0.15849,0.003967,-0.13918,-0.0044555,-0.13061,-0.0045785,-0.13725,0.0061583,0.00010506,-0.12915,-0.0029163,0.045998,-0.061116,-0.092802,-0.05257,-0.046947,-0.10398,0.081176,-0.017472,0.040441,-0.10832,-0.037242,0.027578,0.92974,0.36401,0.20646
0,0.023562,0.63504,0.018396,0.016481,0.44181,0.028385,-0.16207,0.36378,0.024126,0.17936,0.36421,0.0094979,-0.28795,0.39364,0.013016,0.30321,0.35961,-0.016941,-0.36648,0.43933,-0.017731,0.35808,0.40583,-0.058742,0.0043622,0.098838,0.038708,0.035086,-0.080266,-0.04294,-0.0041365,0.073017,-0.042849,-0.012317,-0.18927,-0.60914,-0.014938,0.16186,-0.61024,-0.06644,-0.28368,-1.0482,0.045877,0.25332,-1.0427,0.0093675,0.0086066,0.11362,0.015967,0.01486,0.11646,0.012035,0.0043981,0.15552,0.019423,0.016205,0.14719,0.0057165,0.017621,0.33884,-0.020455,0.0078883,0.32877,-0.045558,0.073881,0.50673,-0.038808,-0.050556,0.50725,-0.048867,0.0038061,0.13144,0.0062307,0.13638,-0.0024866,0.13543,0.001443,-0.0041198,0.13126,-0.0073251,0.10369,0.050705,0.021715,-0.091082,0.049381,0.04048,0.20182,-0.0023317,0.01332,-0.1848,0.0069423,0.040865,0.010704,-0.18834,-0.051163,0.016627,-0.20082,-0.045901,-0.0055846,-0.12889,-0.033974,0.011025,-0.13919,-0.028584,0.23357,-0.045439,-0.058241,-0.2624,0.019098,-0.034817,0.51559,0.047014,0.00069409,-0.61133,0.046311,0.069669,0.0013086,-0.12567,-0.011642,-0.11454,0.0026165,-0.12229,0.0039193,-0.011332,-0.11797,0.0071395,0.054566,-0.034618,-0.069921,-0.088656,-0.028419,-0.048477,0.087172,-0.019714,-0.050104,-0.10662,0.02697,-0.03092,1.3745,0.29426,0.16341
1,0.0065444,0.56513,0.020787,0.004679,0.36573,0.02673,-0.18174,0.28868,0.014775,0.19269,0.28828,0.015528,-0.33758,0.29613,-0.014905,0.35063,0.29132,-0.0062126,-0.43356,0.34199,-0.055298,0.44485,0.33576,-0.039327,0.00096897,0.027558,0.037751,-0.034971,-0.079705,-0.11915,-0.010805,0.077594,-0.11894,-0.0070484,-0.20455,-0.63167,-0.057422,0.18187,-0.6267,-0.091538,-0.29482,-1.0192,0.015652,0.27462,-1.0111,-3.1621e-05,0.0082435,0.11322,0.02562,0.0058546,0.11391,0.025141,0.0037102,0.14877,0.033552,0.0068731,0.14805,0.020721,0.0032041,0.34035,-0.02227,0.016626,0.34058,-0.026097,0.041598,0.51448,-0.052761,-0.016628,0.51845,-0.042029,0.0021087,0.1288,0.0095246,0.13519,0.00077333,0.13576,-0.0044529,-0.0030605,0.13385,-0.0068087,0.10388,0.052103,0.019708,-0.081855,0.057716,0.032163,0.1772,-0.0053509,0.020785,-0.15795,0.00076076,0.025878,-0.011268,-0.20355,-0.051748,-0.0093465,-0.19519,-0.039861,0.0013554,-0.15423,-0.020029,-0.027863,-0.14647,-0.0085553,0.22697,-0.023728,-0.0056871,-0.2448,-0.031212,-0.02269,0.47925,0.082794,0.079438,-0.53367,0.060135,0.0208,-0.0024158,-0.13342,-0.0076816,-0.12494,0.0031762,-0.12129,-0.0013267,0.00042239,-0.11883,0.013579,0.10561,-0.054828,-0.10456,-0.12756,-0.073695,-0.078871,0.21615,-0.017813,-0.038665,-0.23958,-0.019029,-0.049507,1.3779,0.44686,0.16121
0,-0.0034988,0.73843,0.017657,-0.010794,0.55142,0.029233,-0.19067,0.48353,0.033663,0.19754,0.48923,0.056555,-0.33252,0.5118,-0.01757,0.34267,0.50853,0.033678,-0.39124,0.5723,-0.083577,0.43078,0.54727,-0.010726,-0.0037233,0.20315,0.040004,0.13834,-0.085399,0.050621,-0.013892,0.089723,0.051117,-0.0039714,-0.14868,-0.54349,0.0047063,0.1273,-0.53977,0.01091,-0.19664,-0.94407,0.050953,0.13802,-0.94538,0.080499,0.003002,0.060477,-0.0093711,-0.0067295,0.066042,-0.0061107,0.01314,0.11356,-0.0021678,0.0032419,0.118,-0.009801,0.012433,0.33923,-0.046136,0.013671,0.35547,-0.035754,0.071383,0.56489,-0.05012,-0.019631,0.57485,-0.027706,-0.00038425,0.092125,0.00046397,0.09714,0.0024814,0.099825,0.0023888,0.00015465,0.097765,-0.00075199,0.046033,0.02711,0.011524,-0.043186,0.024394,0.012945,0.096142,0.00093141,-0.0035216,-0.09342,0.00097989,-0.011841,-0.0077701,-0.1547,-0.0052991,-0.041004,-0.14352,0.0015188,0.025664,-0.13238,-0.011035,-0.031542,-0.098863,-0.022568,0.27421,-0.038038,-0.058084,-0.27109,-0.0028232,-0.062748,0.55354,-0.012887,0.070621,-0.59042,0.061898,-0.044273,-0.005289,-0.1157,0.0031455,-0.11028,0.014351,-0.099966,0.00054175,-0.00092265,-0.093879,0.0011107,0.036788,-0.067105,-0.066116,-0.034514,-0.070802,-0.065049,0.092897,-0.08182,0.020133,-0.11593,-0.078462,0.011329,1.1048,0.41415,0.20731
1,-0.0094021,0.72878,0.021191,-0.0015908,0.54693,0.026098,-0.20295,0.47095,0.041335,0.18503,0.47717,0.073969,-0.33208,0.47131,-0.043405,0.31499,0.48626,0.0059399,-0.36995,0.53046,-0.13969,0.38484,0.52744,-0.066085,-0.0031146,0.19504,0.037969,0.12885,-0.082723,0.041108,-0.01735,0.083926,0.040483,2.1539e-05,-0.15112,-0.54503,0.0091924,0.12772,-0.54252,0.02263,-0.20189,-0.94368,0.053741,0.14567,-0.94191,0.075308,-0.00060707,0.060313,-0.00057471,-0.0045409,0.063844,-0.00052575,0.002583,0.1039,-0.002543,-0.0041477,0.12069,-0.0020547,-0.0038936,0.32974,-0.071956,0.0019433,0.35467,-0.052956,0.058679,0.55611,-0.07709,-0.044699,0.57633,-0.070325,-0.00060272,0.091,0.0015453,0.096719,0.0034287,0.096747,-0.0016574,-0.00096794,0.097962,0.00032549,0.054089,0.024134,0.0054926,-0.049899,0.020961,0.014619,0.10794,0.00052081,-0.024189,-0.10324,-0.0006023,-0.020545,-0.013387,-0.19108,-0.0073635,-0.020597,-0.18323,0.00075574,0.015701,-0.16341,-0.02948,-0.029252,-0.091454,-0.038011,0.22722,-0.029145,-0.0197,-0.27983,0.0091915,-0.049522,0.49601,-0.0099125,0.12426,-0.59753,0.055605,0.02961,-0.0014936,-0.12837,-0.0010616,-0.1183,0.011182,-0.11624,-0.0051718,-0.00083028,-0.10395,0.0020612,0.044154,-0.072229,-0.098156,-0.052765,-0.068441,-0.083772,0.12057,-0.072567,0.0019648,-0.14625,-0.083346,-0.010541,1.0646,0.41405,0.18988
0,-0.0023769,0.69877,0.032811,-0.0060557,0.51447,0.056259,-0.19371,0.42575,0.041485,0.18857,0.44153,0.089991,-0.3613,0.43345,0.022273,0.33048,0.47262,0.12958,-0.46438,0.47021,0.0061434,0.41664,0.53004,0.15329,-0.0067455,0.15989,0.053327,0.098673,-0.083574,0.011389,-0.027444,0.086514,0.012757,-0.0017315,-0.16143,-0.5164,-0.0079966,0.15114,-0.51285,-0.039741,-0.1697,-0.89857,0.069374,0.16532,-0.89399,0.033914,-0.0018016,0.067217,0.0006407,-0.0018863,0.072025,0.0010334,-0.0076971,0.11432,0.013235,-0.00029699,0.12676,0.01379,-0.034657,0.33471,-0.025098,0.0079622,0.36109,-0.019745,-0.010922,0.54854,-0.065831,-0.045757,0.57493,-0.040478,-0.0001113,0.097246,0.00059059,0.10327,0.00053298,0.1001,-0.0032987,0.00077047,0.10148,-3.905e-05,0.059387,0.028637,0.0057156,-0.055531,0.030833,0.0038633,0.11464,6.1181e-05,-0.021354,-0.11464,0.0084798,-0.026554,-0.013233,-0.23168,-0.020977,-0.013845,-0.22827,-0.0029958,0.01191,-0.17634,0.0033653,-0.024321,-0.15957,0.0069736,0.18019,-0.01406,-0.050224,-0.22234,-0.015841,-0.11431,0.46043,0.12675,-0.028775,-0.53859,0.045259,-0.21073,-0.0031103,-0.16422,-0.00012335,-0.15011,0.0081214,-0.14666,-0.015989,-0.00028661,-0.14445,0.012989,0.022176,-0.088447,-0.11308,-0.04214,-0.080758,-0.11351,0.10874,-0.08089,-0.029986,-0.10713,-0.085044,-0.0072257,1.0103,0.45543,0.18152
1,0.010764,0.6837,0.046635,0.0015874,0.49675,0.06877,-0.186,0.41132,0.064394,0.19546,0.42031,0.089381,-0.36021,0.40628,0.053247,0.35902,0.42444,0.12098,-0.45467,0.44873,0.044232,0.45336,0.47567,0.11442,-0.0026845,0.1426,0.05781,0.083538,-0.083022,-0.001212,-0.020015,0.08244,-0.0007531,-0.013748,-0.16916,-0.51788,0.013352,0.15412,-0.51907,-0.037484,-0.18043,-0.90077,0.089974,0.17874,-0.89969,0.040528,-0.0011541,0.072815,-0.0016665,-0.002085,0.079024,0.0016546,-0.0067859,0.11392,0.018404,0.00121,0.12542,0.01663,-0.051078,0.3239,-0.0082241,0.030556,0.35193,-0.010336,-0.021842,0.55092,-0.056793,-0.019323,0.57742,-0.025406,0.0002544,0.097438,0.00014687,0.10208,0.0010681,0.099714,-0.0013077,-0.00022308,0.10068,-0.0018635,0.070793,0.024596,0.0064036,-0.058643,0.026524,0.0082249,0.12841,-0.0041648,-0.021083,-0.13208,0.0023789,-0.025776,-0.0068079,-0.22385,-0.011673,-0.0072457,-0.22149,-0.0057742,-0.0049697,-0.18643,0.0053589,-0.012308,-0.17381,0.03331,0.13817,-0.025566,-0.049853,-0.19581,0.014133,-0.045334,0.46462,0.12138,-0.043995,-0.54998,0.092772,-0.12046,-0.0044076,-0.18017,-0.0013747,-0.17162,-0.0022151,-0.17133,-0.0095107,0.005407,-0.17029,0.0078935,0.029954,-0.09566,-0.11801,-0.053174,-0.091265,-0.1163,0.13009,-0.067979,-0.041445,-0.13289,-0.054985,-0.015612,0.92784,0.37253,0.18449
