0.073071,0.016935,0.066854,0.087548,-0.04807,-0.054855,0.0076321,0.19921,0.15487,0.15721,-0.11714,0.0228,-0.11077,0.0014319,-0.027606,0.00061111,0.14598,-0.011913,0.006758
0.055368,-0.046598,0.16778,0.13356,0.067857,-0.020245,0.025798,0.026592,0.06928,-0.027703,0.0029934,0.019012,0.029569,-0.10819,-0.011663,-0.019785,0.04671,-0.040351,0.017175
0.12426,0.0046079,-0.034391,0.15323,0.0065108,0.031134,-0.028179,0.14603,-0.0025692,-0.058331,-0.1274,0.030548,-0.081963,0.04335,0.039294,0.016053,-0.028982,-0.083402,-0.065774
0.068276,0.042621,0.070124,0.12381,-0.01026,0.07255,-0.026534,0.20165,0.10822,0.14741,-0.023894,-0.099106,-0.017294,-0.12911,-0.026451,0.030146,0.080478,-0.0022805,0.016232
0.043654,-0.053336,0.17419,0.11805,0.091835,-0.028498,0.0047609,0.0088563,0.083557,-0.042587,0.023433,0.027844,0.043807,-0.061358,-0.021304,-0.017241,0.027049,-0.0082883,0.03771
0.11856,-0.0094479,-0.052187,0.13083,0.020627,0.086448,-0.036306,0.093571,-0.081228,-0.041998,-0.092727,0.075563,-0.087138,0.17325,0.034874,0.05934,-0.084308,-0.047409,-0.04754
0.078036,0.073357,-0.0070551,0.11642,-0.056681,-0.065857,-0.16133,0.11621,0.055969,0.086585,-0.082358,-0.041941,-0.024202,-0.045411,0.13167,0.013657,-0.039143,-0.057304,-0.087409
0.019752,-0.056247,0.17758,0.10751,0.10151,-0.030234,-0.0028551,-0.042357,0.061195,-0.049102,0.067879,0.059918,0.048333,-0.028867,0.019265,-0.043348,0.010987,0.028105,0.071494
0.063691,-0.056273,-0.051395,0.14811,0.042165,0.15659,0.04228,-0.060237,-0.092393,-0.14634,0.025834,0.048924,0.0019299,0.026688,0.034496,-0.026933,-0.025272,-0.049968,-0.060071
0.043692,-0.0086814,0.079673,0.050259,0.014195,0.14565,0.11747,0.20159,0.077271,0.13199,0.014862,-0.046185,-0.071115,-0.066268,-0.19902,0.041197,0.069321,0.013121,0.0041917
