0,0.0062235,0.77396,0.033903,-0.002791,0.58737,0.05323,-0.18283,0.52072,0.054895,0.18027,0.52117,0.080471,-0.36762,0.48419,0.011403,0.34838,0.46419,0.021295,-0.45197,0.51139,-0.08538,0.43798,0.49649,-0.069319,-0.0040085,0.23478,0.054943,0.17396,-0.077137,0.093016,-0.027512,0.078335,0.090537,0.00061067,-0.15978,-0.50259,-0.041911,0.14214,-0.50405,-0.012725,-0.23035,-0.90136,0.019104,0.18054,-0.90536,0.05536,-0.0037155,0.059582,0.010519,-0.0030839,0.059962,0.0074068,-0.0044288,0.099955,0.0077464,-0.0023634,0.089827,-0.010829,-0.037482,0.33967,-0.062171,0.045654,0.33007,-0.08388,0.012767,0.57549,-0.097232,-0.00748,0.56555,-0.08328,0.0017984,0.072221,0.0015174,0.076206,0.0015475,0.076797,-0.00078702,3.7567e-05,0.075921,-0.003239,0.0669,0.009051,-0.012503,-0.053489,0.0087752,-0.00213,0.14453,-0.00278,-0.044083,-0.11666,-0.0035896,-0.035087,-0.011943,-0.20572,-0.0094142,-0.0066127,-0.20413,-0.0069082,0.022201,-0.15533,-0.008467,-0.031954,-0.15455,0.0064795,0.22102,-0.0044165,-0.066119,-0.19949,0.012518,-0.020445,0.54386,0.063959,0.029743,-0.5214,0.07304,0.056658,-0.0037436,-0.17397,-0.0022941,-0.16819,0.0101,-0.15885,-0.0044608,-0.0060384,-0.15534,0.0077503,0.073723,-0.10698,-0.072844,-0.048695,-0.09966,-0.075987,0.10169,-0.10233,0.035749,-0.10199,-0.094973,0.036642,1.0418,0.44702,0.28521,0.13072,0.20863,1.263,1.0242,-1.9653,1.4351
1,-0.0016243,0.6934,0.063522,-0.015009,0.50253,0.069276,-0.18198,0.43506,0.043926,0.15275,0.4408,0.06382,-0.33858,0.40522,-0.0096108,0.31302,0.38407,0.028203,-0.42905,0.4216,-0.077944,0.40721,0.40547,-0.060465,-0.0049547,0.17407,0.055703,0.12098,-0.066318,0.045127,-0.019111,0.07201,0.049188,-0.012793,-0.14891,-0.54766,-0.051827,0.15588,-0.53876,-0.047085,-0.23757,-0.95332,0.013138,0.21029,-0.94913,0.032942,-0.0070992,0.085614,0.014012,-0.0053226,0.080643,0.013426,-0.00049788,0.10814,0.0086615,-0.0045154,0.10367,0.00049964,-0.045846,0.31317,-0.052957,0.041885,0.31287,-0.089372,-0.018745,0.54491,-0.11157,-0.0071366,0.56728,-0.12043,-2.9618e-05,0.085684,0.0029305,0.089251,0.0086612,0.089504,-0.0012102,-0.0061522,0.091697,-0.0039082,0.090081,0.014773,0.015181,-0.069349,0.019872,0.012459,0.18322,-0.0032576,-0.017161,-0.16255,-0.0028308,-0.019669,0.0040811,0.21602,0.016954,0.0078996,0.20052,0.021889,-0.0042988,0.18876,0.032228,0.014438,0.19163,0.015151,-0.18199,0.02966,0.11129,0.17702,0.006102,0.11712,-0.47803,-0.072773,0.071615,0.48371,-0.07472,0.071939,0.0038473,0.18928,0.0037746,0.19166,-0.0018985,0.19174,-0.00034636,-0.00045199,0.18469,-0.0082114,-0.099452,0.14061,0.077917,0.07916,0.1002,0.079011,-0.14595,0.079431,-0.053991,0.16399,0.055571,-0.03122,0.99654,0.43501,0.31632,0.1515,0.19226,0.99793,3.572,3.5416,-2.0317
0,-0.00576,0.7629,0.08009,0.000464,0.57734,0.057303,-0.17362,0.50527,0.039081,0.16119,0.50987,0.076302,-0.32578,0.47184,-0.016071,0.30631,0.49557,0.011189,-0.39506,0.50561,-0.11506,0.38383,0.53899,-0.057647,-0.0052574,0.22367,0.054916,0.1629,-0.073611,0.087569,-0.023871,0.073383,0.087452,-0.0018168,-0.1419,-0.48355,-0.020479,0.10964,-0.47505,0.024989,-0.20174,-0.87313,0.029316,0.11505,-0.86776,0.088278,0.0018482,0.036199,-0.0065196,0.0022287,0.037426,-0.0026456,-0.0060539,0.09004,0.014972,-0.001859,0.084053,0.0090213,-0.012056,0.3384,-0.051004,0.018884,0.3395,-0.054285,0.065556,0.58144,-0.047868,-0.056985,0.58547,-0.059699,0.00089466,0.057188,6.9033e-05,0.061354,0.0012773,0.060067,-0.0013871,-0.0016911,0.05936,2.5922e-05,0.069905,0.0055107,0.022452,-0.054396,-0.0005965,0.021903,0.13163,-0.0087112,0.051085,-0.090388,-0.002705,0.020298,0.0081545,0.18238,0.059174,0.0017981,0.17748,0.039727,-0.0047131,0.12367,0.018374,0.026265,0.10508,0.0074358,-0.19991,0.0062476,-0.0074683,0.278,0.018579,-0.024422,-0.50213,-0.021605,-0.16813,0.63182,0.021736,-0.10603,0.0023548,0.1206,0.006244,0.11335,-0.0077284,0.11239,-0.0059074,0.0054321,0.10275,-0.0043214,-0.051451,0.044408,0.076623,0.034824,0.030576,0.09234,-0.075289,0.031138,-0.063251,0.086207,0.048474,-0.015065,1.0118,0.36513,0.1637,0.075109,0.22155,0.74584,3.2097,-2.8,-1.7078
1,-0.0028839,0.74859,0.095735,0.0031273,0.56638,0.064513,-0.15291,0.49501,0.027979,0.18207,0.47173,0.030734,-0.30148,0.46982,-0.06874,0.31701,0.46706,-0.042311,-0.37231,0.4865,-0.18757,0.38955,0.50812,-0.12812,-0.00054583,0.19518,0.057953,0.13189,-0.076698,0.056267,-0.012892,0.075869,0.056407,-0.013458,-0.14564,-0.46949,-0.0184,0.11935,-0.47621,-0.0014759,-0.20314,-0.84254,0.041047,0.13353,-0.84806,0.060942,0.00080786,0.042753,-0.0046452,0.0078629,0.042558,-0.0033589,0.0041096,0.078961,0.0071114,-0.00085853,0.073963,0.00060429,-0.011218,0.3245,-0.053463,0.0051573,0.33015,-0.076201,0.054804,0.57614,-0.090371,-0.051318,0.58893,-0.096894,0.0021507,0.04974,-0.00073014,0.051048,0.0008003,0.051436,-0.00094378,-0.0033533,0.053141,0.0015335,0.077969,0.0054281,0.025311,-0.068149,0.0019603,0.03918,0.14399,-0.0047803,0.042088,-0.10799,0.015512,0.038442,0.0036228,0.20256,0.043121,-0.013749,0.1963,0.029011,0.0078902,0.16384,-0.0067134,-0.0018291,0.17316,0.0057785,-0.16587,0.039163,-0.044668,0.24029,0.051112,-0.044652,-0.45371,-0.076715,-0.24287,0.58772,-0.034706,-0.15849,-0.003967,0.13918,0.0044554,0.13061,0.0045784,0.13725,-0.0061582,-0.00010512,0.12915,0.0029163,-0.045997,0.061117,0.092802,0.052571,0.046946,0.10398,-0.081175,0.017472,-0.040441,0.10832,0.037242,-0.027578,0.95642,0.3735,0.17399,0.069926,0.20637,0.91663,-2.6301,-2.4339,-1.8423
0,-0.0034982,0.73832,0.017654,-0.010792,0.55134,0.029229,-0.19064,0.48345,0.033658,0.19751,0.48916,0.056546,-0.33247,0.51172,-0.017567,0.34262,0.50846,0.033673,-0.39118,0.57221,-0.083564,0.43072,0.54719,-0.010724,-0.0037227,0.20312,0.039998,0.13832,-0.085386,0.050613,-0.01389,0.08971,0.051109,-0.0039708,-0.14866,-0.54341,0.0047055,0.12728,-0.53969,0.010908,-0.19661,-0.94393,0.050945,0.138,-0.94524,0.080487,0.003002,0.060477,-0.0093712,-0.0067295,0.066042,-0.0061108,0.01314,0.11356,-0.0021678,0.0032416,0.11801,-0.009801,0.012432,0.33923,-0.046136,0.013671,0.35547,-0.035755,0.071383,0.56489,-0.05012,-0.01963,0.57485,-0.027706,-0.00038424,0.092124,0.00046398,0.09714,0.0024813,0.099825,0.0023888,0.00015469,0.097765,-0.00075199,0.046033,0.02711,0.011524,-0.043186,0.024394,0.012945,0.096142,0.0009312,-0.0035216,-0.09342,0.0009795,-0.011841,0.00777,0.1547,0.0052992,0.041004,0.14351,-0.0015188,-0.025664,0.13238,0.011035,0.031541,0.098863,0.022568,-0.27421,0.038035,0.058085,0.27109,0.0028217,0.062749,-0.55354,0.012889,-0.070621,0.59042,-0.061899,0.044274,0.005289,0.1157,-0.0031456,0.11028,-0.014351,0.099966,-0.00054177,0.00092264,0.093878,-0.0011107,-0.036789,0.067104,0.066116,0.034515,0.070802,0.065049,-0.092897,0.08182,-0.020133,0.11593,0.078463,-0.011329,1.1036,0.41437,0.32324,0.14004,0.20715,1.0422,-2.6353,-2.6434,-1.6058
1,-0.0094353,0.73135,0.021266,-0.0015964,0.54886,0.02619,-0.20366,0.47261,0.04148,0.18568,0.47885,0.07423,-0.33325,0.47297,-0.043558,0.3161,0.48797,0.0059607,-0.37125,0.53233,-0.14018,0.38619,0.5293,-0.066317,-0.0031256,0.19572,0.038102,0.12931,-0.083014,0.041253,-0.017411,0.084222,0.040625,2.1628e-05,-0.15165,-0.54695,0.0092249,0.12817,-0.54443,0.022709,-0.2026,-0.94701,0.05393,0.14619,-0.94523,0.075573,-0.00060708,0.060313,-0.00057468,-0.0045409,0.063845,-0.00052576,0.0025829,0.1039,-0.002543,-0.0041479,0.12069,-0.0020547,-0.003894,0.32974,-0.071956,0.0019437,0.35467,-0.052956,0.058679,0.55611,-0.07709,-0.044699,0.57633,-0.070324,-0.00060271,0.091,0.0015453,0.096719,0.0034287,0.096747,-0.0016574,-0.00096798,0.097963,0.00032549,0.054089,0.024134,0.0054925,-0.049899,0.020961,0.014619,0.10794,0.00052073,-0.024189,-0.10324,-0.00060178,-0.020545,0.013387,0.19108,0.0073635,0.020597,0.18323,-0.00075576,-0.015701,0.16341,0.02948,0.029251,0.091453,0.038011,-0.22722,0.029144,0.0197,0.27983,-0.0091911,0.049522,-0.49601,0.0099114,-0.12426,0.59753,-0.055605,-0.02961,0.0014936,0.12837,0.0010617,0.1183,-0.011182,0.11624,0.0051718,0.00083028,0.10395,-0.0020613,-0.044154,0.072229,0.098156,0.052765,0.068441,0.083772,-0.12057,0.072569,-0.0019647,0.14625,0.083345,0.01054,1.0673,0.41585,0.32898,0.14913,0.18972,0.95201,3.5376,3.5403,-1.765
0,-0.0023765,0.69866,0.032806,-0.0060547,0.51438,0.05625,-0.19367,0.42568,0.041478,0.18854,0.44145,0.089976,-0.36124,0.43338,0.022269,0.33042,0.47254,0.12956,-0.4643,0.47013,0.0061427,0.41657,0.52995,0.15326,-0.0067444,0.15987,0.053318,0.098656,-0.08356,0.011387,-0.02744,0.0865,0.012755,-0.0017312,-0.16141,-0.51631,-0.0079953,0.15112,-0.51277,-0.039734,-0.16967,-0.89842,0.069362,0.16529,-0.89385,0.033909,-0.0018016,0.067217,0.00064067,-0.0018863,0.072025,0.0010335,-0.007697,0.11432,0.013235,-0.00029701,0.12676,0.01379,-0.034657,0.33471,-0.025098,0.0079621,0.36109,-0.019745,-0.010921,0.54854,-0.065831,-0.045757,0.57493,-0.040477,-0.0001113,0.097246,0.00059063,0.10327,0.000533,0.1001,-0.0032988,0.00077042,0.10148,-3.905e-05,0.059387,0.028637,0.0057156,-0.05553,0.030833,0.0038634,0.11464,6.0721e-05,-0.021354,-0.11464,0.0084798,-0.026554,0.013233,0.23168,0.020978,0.013845,0.22827,0.0029959,-0.01191,0.17634,-0.0033652,0.024322,0.15957,-0.0069742,-0.18019,0.014061,0.050224,0.22234,0.015841,0.11431,-0.46043,-0.12675,0.028775,0.53859,-0.04526,0.21073,0.0031103,0.16422,0.00012333,0.15011,-0.0081214,0.14666,0.015989,0.00028679,0.14445,-0.012989,-0.022177,0.088447,0.11308,0.04214,0.080757,0.11351,-0.10874,0.08089,0.029986,0.10713,0.085045,0.0072256,1.0076,0.45555,0.43494,0.20431,0.18132,1.0528,-2.4718,-2.4623,-1.8878
1,0.010734,0.68175,0.046501,0.0015829,0.49534,0.068573,-0.18547,0.41014,0.06421,0.19491,0.41911,0.089126,-0.35918,0.40512,0.053095,0.35799,0.42323,0.12064,-0.45338,0.44745,0.044106,0.45207,0.47431,0.11409,-0.0026769,0.1422,0.057645,0.083299,-0.082785,-0.0012086,-0.019958,0.082204,-0.00075123,-0.013709,-0.16868,-0.5164,0.013314,0.15368,-0.51759,-0.037377,-0.17992,-0.8982,0.089717,0.17823,-0.89713,0.040413,-0.0011542,0.072815,-0.0016665,-0.002085,0.079024,0.0016546,-0.0067856,0.11392,0.018404,0.0012098,0.12542,0.01663,-0.051078,0.3239,-0.0082241,0.030557,0.35193,-0.010337,-0.021841,0.55092,-0.056793,-0.019323,0.57742,-0.025406,0.0002544,0.097438,0.00014685,0.10208,0.0010681,0.099714,-0.0013077,-0.00022309,0.10068,-0.0018635,0.070793,0.024596,0.0064036,-0.058643,0.026524,0.0082247,0.12841,-0.0041649,-0.021083,-0.13208,0.0023791,-0.025776,0.0068079,0.22385,0.011673,0.0072457,0.22149,0.0057743,0.00497,0.18643,-0.0053589,0.012308,0.17381,-0.03331,-0.13817,0.025567,0.049854,0.19581,-0.014134,0.045334,-0.46462,-0.12138,0.043995,0.54998,-0.092771,0.12046,0.0044076,0.18017,0.0013746,0.17162,0.002215,0.17133,0.0095106,-0.005407,0.17029,-0.0078936,-0.029955,0.095659,0.11801,0.053175,0.091264,0.1163,-0.13009,0.067979,0.041445,0.13289,0.054985,0.015612,0.92197,0.37374,0.39758,0.18889,0.18432,1.4782,-1.7527,-1.699,-1.7984
0,-0.02109,0.63879,0.0015191,-0.0093774,0.46376,0.049257,-0.18977,0.39079,0.037984,0.17392,0.38989,0.031519,-0.35602,0.38282,0.047936,0.35886,0.37411,0.025766,-0.42604,0.41032,-0.015537,0.41985,0.39864,-0.045735,-0.0009077,0.10294,0.052922,0.038795,-0.078358,-0.043142,-0.014077,0.081553,-0.042318,-0.010708,-0.15502,-0.55372,0.0054624,0.16485,-0.54435,0.021649,-0.22232,-0.94093,0.074254,0.21002,-0.94118,0.10745,-0.0011145,0.042813,0.0077994,0.0011087,0.050478,-0.0015562,-0.015004,0.10334,0.027892,0.00021293,0.095539,0.013738,-0.015728,0.34343,-0.056597,0.010906,0.32229,-0.0766,0.069581,0.55522,-0.092038,-0.068019,0.54314,-0.088826,0.0019966,0.088356,-0.0014806,0.095671,-0.0034047,0.091958,-0.0026687,0.0032288,0.093278,-0.00074021,0.10596,0.028194,0.015002,-0.089431,0.045921,0.019141,0.16489,-0.025634,0.01682,-0.17045,-0.0094845,0.0073076,0.0076664,-0.19669,0.007493,-0.0014598,-0.2033,0.0037196,0.0037671,-0.12652,0.028869,-0.020185,-0.14656,0.038521,0.26524,-0.00068202,-0.076423,-0.24398,-0.023499,0.0113,0.58146,-0.013296,0.010943,-0.55472,-0.033825,0.093718,-0.0023459,-0.10685,-0.0046439,-0.088169,0.0059687,-0.084468,-0.0041905,-0.0055552,-0.083841,-0.0034454,0.074479,-0.064298,-0.081395,-0.040779,-0.018996,-0.082608,0.10763,-0.042066,0.015184,-0.12216,-0.0071184,-0.0021464,1.0686,0.43097,0.21197,0.082351,0.20647,1.1703,0.84645,-2.7407,1.1257
1,-0.020978,0.56756,0.027899,-0.012849,0.39277,0.06955,-0.19241,0.31674,0.04213,0.18085,0.316,0.055038,-0.36029,0.29172,0.0743,0.35511,0.28381,0.048915,-0.40936,0.32896,-0.0008783,0.3893,0.31354,-0.039879,-0.0041156,0.020596,0.061764,-0.040771,-0.081139,-0.12506,-0.018206,0.085967,-0.12238,-0.015566,-0.16577,-0.63891,-0.0091853,0.15403,-0.62955,0.00097015,-0.23005,-1.0282,0.072882,0.2065,-1.0202,0.096872,-0.00013411,0.051452,-0.00066713,0.00034783,0.06093,0.002464,-0.009538,0.10267,0.033929,0.0048736,0.09398,0.0027092,-0.035728,0.32326,-0.047654,0.029007,0.31233,-0.093896,0.082013,0.54927,-0.10662,-0.07702,0.54369,-0.10189,0.0044083,0.079666,4.2054e-05,0.085029,-0.001497,0.08197,0.00089396,0.0012661,0.081841,-0.0048097,0.12334,0.012837,-0.0016961,-0.096476,0.022516,0.008937,0.20432,-0.0099115,-0.004456,-0.17778,-0.008434,-0.013077,0.0094418,-0.21863,0.011576,0.0013875,-0.21486,0.0054157,0.0072865,-0.14165,0.037745,0.0004478,-0.15654,0.049055,0.21543,2.711e-05,-0.097041,-0.1946,-0.0052952,-0.023456,0.55424,-0.030473,-0.013901,-0.51976,-0.051323,0.12218,-0.0020189,-0.14906,-0.0010636,-0.13211,-0.00096557,-0.13071,0.0034688,0.001131,-0.1333,-0.014722,0.10271,-0.06373,-0.10083,-0.073486,-0.058129,-0.099318,0.1549,-0.040642,0.029026,-0.14565,-0.030215,-0.01564,0.98082,0.40335,0.26262,0.11227,0.1904,1.1152,0.73793,-2.4145,1.0194
