-0.066928,0.056136,-0.11149,0.089894,-0.095834,0.033167,-0.059235,-0.0029193,-0.039974,0.1334,0.1829,-0.080065,0.092132
0.055574,0.17352,-0.083023,0.030567,-0.037232,0.0083938,-0.019317,-0.032346,0.005523,-0.026298,-0.012424,0.030143,0.028172
-0.0027615,0.11607,0.067661,-0.015506,-0.022807,-0.20283,-0.01913,-0.17329,0.083689,-0.02258,-0.07685,-0.11101,0.010485
-0.044689,0.03308,-0.14479,0.0032518,-0.044302,-0.094705,0.029301,0.17346,0.082583,0.11814,0.19987,0.0073303,0.1111
0.059453,0.17223,-0.080185,0.030194,-0.040769,0.01176,-0.015886,-0.023378,0.0042068,-0.037397,-0.015124,0.038049,0.0037501
0.0088987,0.050556,0.11646,0.037123,-0.088766,-0.22695,-0.06471,-0.13907,0.06258,-0.015956,-0.081541,0.066827,0.029085
-0.039626,-0.071895,-0.1052,-0.13273,-0.050323,-0.096102,-0.032834,0.10904,0.043041,-0.053618,0.20702,0.068328,0.034115
0.063198,0.17107,-0.081138,0.018939,-0.036607,0.014785,-0.018359,-0.018234,-0.011006,-0.044012,-0.011001,0.046957,0.0073651
-0.024572,0.01736,0.10309,0.044414,-0.021275,-0.13795,-0.11443,0.085332,-0.044046,-0.1656,0.12887,-0.010294,0.30966
0.0083674,0.12667,-0.0018617,0.13759,-0.048127,0.048171,0.082708,0.031465,0.11507,0.1461,0.02888,-0.099667,-0.01269
0.059954,0.16958,-0.082642,0.032305,-0.030933,0.019442,-0.021506,-0.026924,-0.019523,-0.052807,-0.021107,0.053436,-0.0037161
-0.05352,0.05738,0.1478,0.088041,-0.010377,-0.041213,-0.14362,-0.0075336,-0.11666,-0.038097,0.021122,0.0080136,0.035403
-0.043468,-0.094083,-0.077807,-0.15195,0.11328,-0.047282,0.049844,0.042065,0.047925,-0.1262,0.075212,0.078478,0.00068954
0.06789,0.16556,-0.072979,0.044328,-0.0032854,0.0234,0.014611,-0.019287,-0.018565,-0.046259,0.0089235,0.10106,0.023359
0.0085938,-0.070937,0.16903,0.095792,-0.13623,-0.023712,-0.023056,0.055023,-0.032748,-0.13226,0.044202,-0.017642,0.1112
0.031701,0.075284,0.070918,0.13733,-0.1554,0.043919,0.032909,-0.02332,0.03807,0.16011,-0.0032152,-0.10494,-0.076452
0.058423,0.16569,-0.073533,0.051003,0.0042832,0.030032,0.011544,-0.025176,0.011263,-0.058065,0.016049,0.12269,-0.021133
-0.048198,-0.00023357,0.17548,0.14172,-0.087894,0.065205,-0.078707,-0.033908,-0.020934,-0.01446,0.013478,-0.010319,-0.067829
