0,-0.00069759,0.81314,-0.020758,0.0035931,0.62116,0.023349,-0.18542,0.51472,0.020316,0.18499,0.50621,0.0032357,-0.37607,0.3028,-0.020303,0.33192,0.26161,-0.02603,-0.55803,0.17264,-0.13264,0.51926,0.14074,-0.16836,0.0019636,0.26296,0.03302,0.19511,-0.078066,0.11061,-0.0062665,0.076661,0.1137,-0.0081109,-0.076747,-0.47015,-0.071106,0.064831,-0.46378,-0.082427,-0.083121,-0.8691,0.023022,0.041843,-0.86082,0.029199,-0.010907,0.23398,-0.085926,-0.0055138,0.2355,-0.064836,0.00061601,0.24705,-0.04639,-0.0096928,0.24048,-0.075431,0.078368,0.17513,-0.026905,-0.016437,0.16792,-0.06055,0.13323,-0.0241,0.063807,-0.096072,-0.053331,0.077115,0.0014031,0.24896,-0.014793,0.24595,0.00020336,0.24383,0.018076,0.001933,0.25051,0.0071538,0.035399,0.28398,-0.10254,-0.015756,0.31567,-0.11322,0.038328,0.28859,-0.043134,-0.047657,0.31758,-0.031851,-0.010188,0.10843,-0.038074,0.0030002,0.11713,0.01414,-0.0090488,0.12988,0.047427,0.012118,0.13934,0.041228,-0.067663,0.11315,0.25503,0.031885,0.10969,0.2351,-0.17168,0.10236,0.47775,0.12891,0.065312,0.48661,0.00040676,0.10873,-0.010262,0.10602,1.6726e-05,0.09303,-0.0077842,-0.001401,0.10396,-0.0017142,-0.01196,-0.19516,0.12465,0.025163,-0.15164,0.080704,-0.077065,-0.21102,-0.12029,0.060459,-0.22416,-0.10119,0.4107,0.12758,0.4313,0.42963,-1.576
1,-0.020915,0.73364,0.019157,-0.015364,0.54104,0.062129,-0.19965,0.43976,0.044023,0.17025,0.44709,0.05145,-0.34934,0.18959,0.0094947,0.30485,0.16754,0.0464,-0.54298,0.060816,-0.10714,0.49654,0.032691,-0.095229,-0.0034406,0.16061,0.058801,0.095112,-0.077566,0.0088844,-0.017579,0.083212,0.016979,-0.010655,-0.054799,-0.55601,-0.038724,0.067458,-0.54003,-0.044817,-0.075904,-0.95054,0.059301,0.043793,-0.94225,0.071833,-0.0098055,0.24693,-0.023063,-0.012726,0.24682,-0.016134,-0.0090508,0.28642,0.0090347,-0.014285,0.27733,-0.017279,-0.025537,0.24564,0.085094,0.003346,0.26656,0.053527,-0.071918,0.22629,0.17809,0.05402,0.24144,0.16073,0.0013399,0.26034,-0.0019241,0.2611,0.0096816,0.25731,0.0078693,-0.0050974,0.26771,-0.0022772,0.0078146,0.1614,0.021059,-0.0027627,0.18098,0.0091715,0.00096279,0.17405,0.007447,-0.018516,0.1864,0.035775,0.022205,-0.078488,0.088913,-0.0016266,-0.085036,0.044827,0.0045282,-0.095157,0.0098895,-0.0033099,-0.10868,0.021058,0.026995,-0.09076,-0.014257,-0.0089397,-0.1057,0.056879,0.057171,-0.13291,0.060964,-0.025189,-0.14857,0.14886,-0.0018851,-0.07658,0.011192,-0.065147,-0.0069612,-0.048604,-0.011562,0.007731,-0.076924,-0.0049168,-0.0031958,0.33322,-0.25387,0.0011467,0.2905,-0.20753,0.052038,0.40328,0.33137,-0.13841,0.3849,0.31209,0.44742,0.097629,0.40936,0.81505,-0.68005
0,0.013601,0.75855,-0.089522,-0.0090172,0.57946,-0.034328,-0.1887,0.47516,-0.041415,0.18037,0.4866,0.014886,-0.34569,0.2226,-0.048003,0.30749,0.21842,-0.010017,-0.499,0.064319,-0.20388,0.47818,0.053568,-0.12732,-0.0023698,0.21878,-0.0036417,0.14675,-0.084438,0.059405,-0.01504,0.088132,0.064598,0.024413,-0.062679,-0.48023,-0.090929,0.062703,-0.48529,-0.05044,-0.10847,-0.879,0.015903,0.023623,-0.88481,0.04617,-0.0022064,0.18826,-0.12459,0.00097504,0.20805,-0.072957,-0.0093243,0.23091,-0.042265,-0.00041789,0.2396,-0.047775,0.0075199,0.2203,0.028958,-0.0037788,0.23564,0.045124,-0.0088116,0.17564,0.073021,0.020616,0.19299,0.089145,0.00018702,0.23913,-0.013411,0.24574,-0.0047862,0.24511,0.021793,0.004914,0.24791,0.012146,0.019443,0.27709,-0.07981,0.010807,0.27732,-0.068776,-0.0015353,0.32488,-0.018127,-0.00090228,0.29222,0.01215,-0.021158,-0.18161,0.042313,-0.034984,-0.19112,0.025823,-0.016277,-0.21539,0.013849,-0.0085769,-0.19505,0.015435,-0.039459,-0.15012,-0.049272,0.020501,-0.17251,-0.038309,-0.06012,-0.09073,-0.076056,0.041021,-0.068904,-0.059589,-0.0067356,-0.14588,0.0021617,-0.13302,-0.0061705,-0.13433,-0.0038758,0.022878,-0.13151,0.0049825,0.10401,0.29898,-0.25766,0.045404,0.327,-0.29645,0.017684,0.35992,0.208,-0.082494,0.32643,0.17455,0.43359,0.13648,0.38773,0.77433,-1.3409
1,0.017202,0.77791,-0.035497,-0.014223,0.58721,-0.0014926,-0.17522,0.48101,-0.035268,0.15105,0.48906,0.013717,-0.33069,0.22186,-0.060107,0.2947,0.22017,-0.0033073,-0.49109,0.059642,-0.22756,0.46293,0.041463,-0.11461,-0.0046317,0.22511,0.011595,0.15324,-0.066195,0.075398,-0.022564,0.07074,0.077711,0.018239,-0.069147,-0.50789,-0.075874,0.056302,-0.52255,-0.028256,-0.094913,-0.91299,0.024887,0.026287,-0.91076,0.046983,0.0049909,0.26418,-0.082165,0.0059073,0.27092,-0.0407,0.0047249,0.30361,-0.025164,0.0048599,0.2898,-0.036821,0.012064,0.27313,0.031996,0.0019894,0.29567,0.03134,0.0088209,0.22698,0.053712,0.0098187,0.2471,0.089367,0.0018032,0.26791,-0.0094117,0.26537,0.0069017,0.26649,0.012728,-0.0086598,0.26672,0.0030292,0.031391,0.16323,0.033279,-0.022701,0.10437,0.062192,0.0080914,0.15746,-0.087232,0.0039407,0.13899,-0.04234,-0.054486,-0.11573,-0.10202,-0.05387,-0.078702,-0.066866,-0.032292,-0.057176,-0.023958,-0.052126,-0.075721,-0.0568,-0.022905,-0.086696,-5.5781e-05,-0.002732,-0.084296,0.042151,-0.042633,0.0015655,0.011956,0.043929,0.012897,0.10874,-0.007081,-0.086714,-0.0099853,-0.085284,0.0051427,-0.078352,0.011908,0.012096,-0.07793,0.015034,0.18217,0.45389,-0.26816,-0.092712,0.26579,-0.28103,0.1449,0.45295,0.051979,-0.21012,0.36992,0.05839,0.48723,0.084152,0.34823,0.69497,-1.151
0,0.020311,0.68079,0.035924,0.0061339,0.49252,0.038651,-0.16728,0.36839,0.0065392,0.17349,0.3673,0.062158,-0.34856,0.16177,0.011402,0.25463,0.11572,0.11795,-0.52997,0.057974,-0.068186,0.41316,-0.042092,0.082435,-0.00586,0.09941,0.045367,0.026363,-0.075981,-0.049163,-0.021262,0.074074,-0.052694,0.0040776,-0.080538,-0.62634,-0.014742,0.033688,-0.63021,-0.00065945,-0.077723,-1.0148,0.04904,-0.0029161,-1.0254,0.06942,-0.0023917,0.27591,0.064334,-0.00090782,0.27573,0.055265,0.010222,0.27646,0.034938,0.00036113,0.27255,0.058555,0.048092,0.21057,0.10339,-0.0069952,0.25744,0.10801,0.025333,0.10357,0.31943,-0.041153,0.20084,0.31826,-0.0040136,0.23886,0.012358,0.23741,0.012871,0.24147,-0.0095503,-0.011681,0.23635,-0.0069966,0.035497,0.063812,0.12612,-0.067027,0.040919,0.13721,0.018602,0.087933,0.017094,0.0058974,0.1009,-0.010683,-0.019154,-0.044183,0.039033,-0.024813,-0.080477,0.015148,-0.026641,-0.071464,-0.003681,-0.0099342,-0.090703,0.046346,-0.28469,0.16102,0.077848,0.036034,-0.037027,0.046552,-0.56866,0.59205,0.15938,0.23803,0.17104,0.038625,-0.014998,-0.054132,0.029281,-0.044116,0.0011983,-0.055991,-0.015877,0.0077476,-0.047436,0.009758,0.02956,-0.042907,-0.081551,0.0010956,0.025164,-0.13714,0.015029,-0.02883,-0.11845,-0.0075422,-0.042406,-0.10223,0.29018,0.097363,0.49357,0.49281,4.7477
1,-0.0087806,0.60188,-0.042375,-0.0075569,0.41671,0.016434,-0.17926,0.32374,-0.0036194,0.17142,0.33286,0.025691,-0.30131,0.082965,-0.012291,0.26629,0.074505,0.055962,-0.45343,-0.058188,-0.11617,0.40037,-0.096795,-0.0026498,-0.0036621,0.062974,0.030194,-0.0057283,-0.075695,-0.08551,-0.011232,0.078231,-0.083872,-5.6844e-05,-0.058726,-0.61099,-0.057094,0.044193,-0.6261,-0.02152,-0.0555,-1.0134,0.052723,0.021753,-1.0212,0.081626,0.0058582,0.25917,0.018049,-0.001147,0.23735,0.024374,0.0038794,0.28314,0.034524,0.0093762,0.28566,0.056699,-0.011912,0.26604,0.069752,0.033542,0.27546,0.10035,-0.089101,0.25492,0.18661,0.08025,0.28301,0.21823,-0.0020519,0.24733,0.0154,0.25038,0.0067885,0.25105,-0.0098091,-0.0070589,0.24671,-0.00076831,0.01052,0.11375,0.070208,-0.020925,0.079611,0.087182,0.010098,0.1084,0.012831,0.010181,0.097493,0.04823,0.018391,-0.029995,0.18615,0.036934,0.01949,0.16172,0.0034799,-0.076631,0.096146,-0.0022836,-0.095425,0.11918,-0.004208,-0.10842,0.053169,0.036584,-0.10527,0.19881,0.06778,-0.29694,0.24203,0.061507,-0.15366,0.57789,0.003963,-0.068654,0.041297,-0.065034,-0.018315,-0.058012,-0.034571,0.0067605,-0.06556,-0.020588,0.042588,0.16404,-0.069985,0.097143,0.096231,0.062299,0.041811,0.18557,0.22676,-0.033358,0.14162,0.365,0.38526,0.081516,0.42698,0.42958,1.4079
0,0.0030228,0.68748,-0.060642,-0.0034092,0.49677,-0.026229,-0.19669,0.38574,-0.011329,0.19208,0.38223,0.023694,-0.30031,0.15868,0.018766,0.27888,0.144,0.061051,-0.43052,0.044278,-0.075069,0.39548,0.014417,-0.039182,-0.0014831,0.1465,0.00084914,0.076627,-0.086756,-0.011453,-0.0041471,0.088452,-0.010247,0.010149,-0.080083,-0.54128,-0.020849,0.077304,-0.53629,-0.0091856,-0.065064,-0.94263,0.080157,0.024678,-0.94074,0.097898,-0.0053375,0.26273,0.063391,-0.00099766,0.25688,0.053453,-0.0028584,0.25955,0.052591,-0.0053007,0.25282,0.031491,0.034308,0.21572,0.11978,-0.025716,0.20972,0.12381,0.053843,0.09966,0.32466,-0.033628,0.10878,0.33821,0.00038304,0.24078,0.0078494,0.23904,0.0035766,0.23931,-0.0065171,-0.0029382,0.23907,-0.01812,-0.017372,0.1616,0.020128,0.007498,0.17657,0.010963,0.00029402,0.16107,0.066379,-0.0089042,0.17045,0.087957,-0.011521,-0.090024,0.12063,-0.027568,-0.076024,0.12142,-0.019451,-0.057602,0.15917,-0.023092,-0.067639,0.20798,-0.092138,0.016388,0.3076,-0.038749,-0.029248,0.32142,-0.34337,0.40615,0.18338,0.21494,0.31929,0.19895,-0.0071801,-0.077676,0.036003,-0.075318,0.012766,-0.080486,-0.037554,-0.0011924,-0.07312,-0.012978,0.008142,-0.16968,0.033138,-0.01466,-0.16424,0.014688,-0.0097438,-0.1783,-0.080692,-0.00026185,-0.18415,-0.094816,0.42654,0.22037,0.26026,0.26039,-1.5109
1,-0.0098917,0.67858,-0.029744,-0.007316,0.49886,0.006814,-0.2038,0.38558,0.026696,0.18346,0.38273,0.046245,-0.29452,0.13745,0.058323,0.27198,0.13041,0.083688,-0.41858,0.025171,-0.027518,0.37285,-0.0018102,-0.018972,-0.0020545,0.13295,0.021275,0.062646,-0.086563,-0.025822,-0.0091307,0.089453,-0.023249,0.0015604,-0.083987,-0.51851,-0.060669,0.076565,-0.512,-0.057644,-0.072113,-0.90844,0.080353,0.019772,-0.90826,0.084824,-0.003205,0.24371,0.010393,-0.00051331,0.25426,0.0049431,0.0061169,0.2569,0.018392,-0.011914,0.25329,-0.0091802,0.042961,0.1999,0.056634,-0.027304,0.18879,0.068311,0.11121,-0.026172,0.26745,-0.06674,0.0073616,0.29791,0.00040868,0.2472,0.00038307,0.24677,0.0044165,0.25172,0.0054237,-0.0049073,0.25177,-0.0079086,-0.05058,0.232,-0.01491,0.014186,0.22842,-0.014269,0.0037695,0.22954,0.087278,0.0041583,0.23138,0.09594,0.026788,-0.070976,-0.083174,0.014014,-0.08021,-0.07188,0.0062012,-0.082172,-0.11716,0.027619,-0.070476,-0.0901,0.056225,-0.13653,-0.23607,-0.027764,-0.11877,-0.19668,0.28126,-0.29105,-0.24653,-0.27655,-0.30832,-0.10601,0.00046513,-0.066826,-0.020937,-0.068616,-0.014675,-0.065888,0.0048548,0.0086301,-0.081189,0.018168,-0.049232,0.21274,-0.20418,0.03486,0.18629,-0.16303,0.0084907,0.32784,0.075839,-0.0029643,0.33399,0.06915,0.51153,0.13927,0.31686,0.31824,1.4633
0,-0.0077635,0.7392,-0.033406,-0.001004,0.54376,0.025174,-0.20388,0.41457,0.014542,0.20096,0.41902,0.023488,-0.36109,0.18712,0.016123,0.32799,0.16451,0.017492,-0.55837,0.070458,-0.017122,0.49082,0.021564,-0.086013,-0.00084592,0.16122,0.037574,0.088726,-0.090716,-0.0036129,-0.011165,0.091096,-0.00023982,-0.0043222,-0.10431,-0.52843,0.0011769,0.10356,-0.50972,-0.052113,-0.056098,-0.92082,0.10275,0.070186,-0.90459,0.052511,0.0070076,0.2468,-0.078502,0.006705,0.25273,-0.059417,0.0032155,0.2657,-0.048998,-0.0085125,0.27274,-0.048386,0.054017,0.23623,0.0024269,-0.029049,0.24092,0.017078,0.075129,0.17066,0.10287,-0.055348,0.16545,0.13829,0.00097144,0.26409,-0.017555,0.26059,-0.001223,0.26006,0.016011,-0.0014124,0.26298,0.0082399,0.013096,0.2263,-0.037614,-0.018012,0.24121,-0.050374,0.047957,0.22893,-0.0018266,-0.033113,0.24089,-0.0062489,-0.0082247,-0.13796,-0.062904,-0.007429,-0.1456,-0.070665,0.0011005,-0.1454,-0.065176,-0.0164,-0.13658,-0.045455,0.078695,-0.15245,-0.093543,-0.043501,-0.15588,-0.046389,0.16764,-0.23336,0.014782,-0.09568,-0.14081,-0.010125,-0.0028872,-0.10707,-0.018381,-0.10448,-0.0039325,-0.10259,0.015318,0.007044,-0.094775,0.015878,-0.088525,0.32724,-0.24583,0.03667,0.35481,-0.2703,0.03192,0.36304,0.14354,-0.0061956,0.36685,0.13947,0.34453,0.091408,0.45225,0.90305,11.461
1,-0.0023525,0.71928,-0.0010919,0.0011928,0.51371,0.042485,-0.1957,0.39705,0.036727,0.20197,0.40008,0.032735,-0.3271,0.15292,0.016674,0.33099,0.15275,0.0017903,-0.518,0.018336,-0.011518,0.4885,0.0046813,-0.13001,0.00071574,0.13744,0.052027,0.069417,-0.088677,-0.020083,-0.0094394,0.088265,-0.018595,-0.013337,-0.10316,-0.54178,0.014893,0.10379,-0.53092,-0.044287,-0.060471,-0.92511,0.11256,0.072448,-0.91075,0.049938,0.0024946,0.27546,-0.038857,-0.0018101,0.27741,-0.038993,0.0032492,0.29677,-0.022446,-0.00856,0.28215,-0.044054,0.044816,0.25731,0.012307,-0.016602,0.23086,0.030492,0.09544,0.15759,0.12164,-0.04591,0.14626,0.1658,0.0020419,0.27778,-0.0068905,0.27334,0.0027111,0.273,0.01493,-0.0016613,0.2758,0.0009633,0.032428,0.19627,0.036365,-0.016566,0.20327,0.019587,0.029547,0.17319,0.0033435,-0.020305,0.1846,-0.01775,-0.0035659,-0.098503,0.00069496,-0.0031516,0.034194,0.016706,0.017017,-0.091163,-0.0013969,-0.01997,-0.099041,0.027273,0.10523,-0.13784,-0.038218,-0.088528,-0.13861,0.0096866,0.30732,-0.29286,0.024814,-0.21665,-0.2535,0.13218,-0.0045566,-0.056171,0.014919,-0.068699,-0.0012975,-0.063138,-0.00089357,0.0023307,-0.054366,0.0020639,-0.028709,0.2401,-0.24072,-0.035182,0.32291,-0.2767,0.09148,0.29095,0.16742,-0.073673,0.38101,0.126,0.3311,0.059861,0.41307,0.42092,-5.5676
