0,0.70244,7.985,0.92511,-0.34184,6.5545,2.8158,-13.627,6.1204,3.8408,13.104,6.2877,3.2419,-13.09,5.9062,0.30511,14.336,5.5586,0.38829,-12.879,5.8323,-1.4298,15.896,5.3622,-0.8828,-1.3828,3.1707,5.929,2.4477,-14.906,1.3407,-4.0544,13.452,1.3162,0.12551,-11.451,-14.961,-2.3066,9.1244,-16.506,-0.55614,-10.118,-31.937,1.0721,5.8923,-34.585,2.0851,-1.0243,3.8897,1.2192,-0.90112,3.9981,0.93818,-0.69652,8.3075,0.7475,-0.60728,5.8066,-1.0605,-1.8138,29.488,-2.3141,2.2053,24.711,-2.9073,0.37986,29.722,-2.7086,-0.25466,35.223,-2.2647,1.6151,4.9384,0.70102,4.9165,0.64035,4.8678,-0.41834,0.016502,4.7777,-1.3282,3.4238,0.64334,-1.0357,-3.5493,0.67274,-0.1686,4.263,-0.32543,-1.9306,-3.8906,-0.45262,-1.7481,-1.3945,-1.0264,-0.34967,-0.64034,-1.0421,-0.40417,1.6894,-1.0139,-0.3892,-1.8019,-1.0601,0.28886,0.96258,-0.16106,-1.0589,-0.83836,0.47523,-0.3885,1.0442,1.1957,0.31831,-0.96392,1.5666,0.65296,-1.1612,-1.216,-0.60438,-1.2553,1.5404,-1.2136,-0.75154,-1.1564,-1.2076,1.2518,1.2496,-1.4441,-0.86148,-0.72781,-1.4264,-0.94137,0.92189,-1.7684,0.95644,-0.87299,-1.6775,1.2129,12.661,10.968,3.7237,13.099,-0.63194,-1.4578
1,-0.18333,7.1538,1.7333,-1.8383,5.6078,3.6646,-13.564,5.1136,3.0734,11.103,5.3181,2.571,-12.056,4.9428,-0.25716,12.881,4.5992,0.51423,-12.225,4.8083,-1.3053,14.778,4.3792,-0.77003,-1.7092,2.3508,6.0109,1.7022,-12.815,0.65045,-2.8163,12.366,0.71509,-2.6294,-10.673,-16.302,-2.8523,10.006,-17.642,-2.0578,-10.434,-33.778,0.73733,6.8636,-36.257,1.2407,-1.9571,5.5892,1.6242,-1.5553,5.3769,1.7006,-0.0783,8.9877,0.8358,-1.1604,6.7014,0.048919,-2.2185,27.187,-1.9712,2.0233,23.423,-3.0977,-0.55781,28.143,-3.108,-0.24299,35.331,-3.2749,-0.026598,5.8589,1.3539,5.7581,3.5842,5.6731,-0.6433,-2.7036,5.7705,-1.6027,4.6101,1.0501,1.2576,-4.6017,1.5234,0.98625,5.4041,-0.38136,-0.75158,-5.421,-0.35662,-0.97992,0.47654,1.0778,0.62972,0.76492,1.0237,1.2806,-0.3271,1.2321,1.4814,0.81421,1.3144,0.67544,-0.7926,1.0819,1.7822,0.74393,0.23162,2.2254,-0.91779,-1.3606,0.76645,0.89422,-1.6027,0.82907,1.1933,1.323,0.99438,1.4304,-0.28953,1.4649,-0.058334,-0.086578,1.4358,-1.3263,-1.6856,1.898,0.92148,1.1832,1.4341,0.97883,-1.3231,1.3726,-1.4445,1.4037,0.98139,-1.0335,12.111,10.658,4.1299,12.071,0.63781,0.50174
0,-0.6936,8.3973,2.3316,0.060634,6.8735,3.234,-13.807,6.3361,2.9173,12.501,6.5628,3.2795,-12.376,6.1404,-0.45877,13.448,6.3313,0.21766,-12.01,6.1522,-2.0558,14.862,6.2107,-0.78326,-1.9349,3.2228,6.3224,2.4455,-15.176,1.3466,-3.753,13.445,1.3564,-0.3984,-10.851,-15.356,-1.2024,7.509,-16.597,1.1652,-9.4535,-33.006,1.7552,4.0059,-35.366,3.5473,0.50947,2.3632,-0.75569,0.65123,2.4954,-0.33512,-0.95215,7.4834,1.4447,-0.4778,5.4333,0.88343,-0.58335,29.378,-1.8985,0.91222,25.417,-1.8816,1.9508,30.03,-1.3335,-1.9402,36.464,-1.6234,0.80349,3.9104,0.03189,3.9582,0.52858,3.8072,-0.73733,-0.74315,3.7355,0.010637,3.5776,0.3917,1.8599,-3.6095,-0.045728,1.7338,3.8825,-1.0198,2.2373,-3.0144,-0.34109,1.0113,0.95215,0.90998,2.1979,0.17412,0.90604,2.3242,-0.35863,0.80724,0.84457,1.4812,0.7208,0.3315,-0.87064,0.2279,-0.1196,1.1683,0.70538,-0.46405,-0.96406,-0.40395,-1.7994,1.168,0.46623,-1.222,0.73042,0.84294,1.6449,0.84605,-1.1787,0.85867,-0.99526,1.0403,0.79879,-0.69798,-0.87202,0.59947,0.90617,0.52049,0.43761,1.144,-0.68256,0.53812,-1.6922,0.73788,0.85617,-0.49869,13.119,9.5654,2.2802,13.91,0.70247,-1.393
1,-0.34727,8.2398,2.7871,0.40865,6.7431,3.6409,-12.159,6.2075,2.0885,14.12,6.072,1.321,-11.453,6.1142,-1.9623,13.918,5.9671,-0.82306,-11.318,5.9196,-3.3513,15.083,5.8549,-1.7408,-0.20089,2.8123,6.672,1.9799,-15.812,0.86529,-2.027,13.9,0.87489,-2.9509,-11.136,-14.91,-1.0804,8.1733,-16.637,-0.068821,-9.5189,-31.849,2.4576,4.6493,-34.563,2.4488,0.22269,2.7911,-0.53841,2.2976,2.8376,-0.42544,0.64636,6.5626,0.68623,-0.22067,4.7811,0.059178,-0.54285,28.171,-1.99,0.24913,24.717,-2.6412,1.6309,29.756,-2.5175,-1.7473,36.679,-2.6349,1.9315,3.4011,-0.33734,3.2934,0.33123,3.2602,-0.5017,-1.4736,3.3442,0.62885,3.9902,0.38585,2.0968,-4.5221,0.15025,3.1015,4.247,-0.55965,1.8433,-3.6014,1.956,1.9152,0.423,1.0107,1.6016,-1.3314,1.0021,1.6973,0.60044,1.0694,-0.30859,-0.10313,1.1878,0.25761,-0.72239,1.4284,-0.7153,1.0098,1.9402,-0.84844,-0.87109,-1.4342,-2.5993,1.0865,-0.74438,-1.8266,-1.2305,0.97287,1.1738,0.9748,0.69827,1.0486,-1.0375,-0.020151,1.004,0.47103,-0.77963,0.82499,1.0975,0.78576,0.67191,1.2882,-0.73591,0.30193,-1.082,0.92717,0.65778,-0.9129,12.399,9.7941,2.4234,12.957,-1.8424,-1.385
0,-0.38583,7.4434,0.47072,-1.2917,6.0121,1.5109,-13.885,5.5528,2.3012,14.029,5.7668,2.2261,-11.568,6.0995,-0.45931,13.778,5.9497,0.59995,-10.892,6.3771,-1.3675,15.275,5.775,-0.13345,-1.2549,2.6806,4.2177,1.9018,-16.123,0.71289,-2.0002,15.054,0.72607,-0.79752,-10.412,-15.806,0.25306,7.984,-17.269,0.46586,-8.4384,-32.682,2.7938,4.4012,-35.285,2.9623,0.8276,3.9481,-1.0862,-1.9664,4.4034,-0.77401,2.0666,9.4382,-0.20918,0.8331,7.6284,-0.95982,0.60159,29.45,-1.7173,0.66037,26.612,-1.2393,2.1242,29.175,-1.3962,-0.66837,35.802,-0.75345,-0.34507,6.2994,0.21436,6.267,1.0268,6.3273,1.2698,0.067978,6.1523,-0.30838,2.3559,1.927,0.95465,-2.8657,1.87,1.0247,2.8357,0.10905,-0.15423,-3.1155,0.12357,-0.58992,0.90729,0.77188,0.19683,3.9705,0.73262,-0.088857,-1.953,0.86409,0.50723,1.7787,0.67815,1.0061,-1.1942,1.3874,0.93016,1.1393,0.10716,1.1923,-1.0628,0.24099,-0.75583,1.0915,-1.3277,0.51026,1.6406,0.80869,-0.82865,0.82307,-2.1887,0.76374,-0.091267,0.17668,0.72982,-0.1794,-0.62351,0.90579,0.78191,0.51586,1.0133,0.80586,-0.84218,1.414,-0.53865,0.99231,1.3858,-0.37502,13.106,9.9322,4.1238,13.006,-1.9501,-1.5346
1,-1.0406,7.3731,0.56705,-0.19106,5.985,1.3538,-14.834,5.4283,2.836,13.189,5.6454,2.9222,-11.595,5.6376,-1.1389,12.711,5.7101,0.10621,-10.337,5.9326,-2.294,13.696,5.5862,-0.8253,-1.0536,2.583,4.0179,1.7778,-15.675,0.58105,-2.5073,14.133,0.57713,0.0043432,-10.621,-15.91,0.4961,8.0396,-17.421,0.96988,-8.6954,-32.789,2.9574,4.6624,-35.285,2.7814,-0.16736,3.9374,-0.06661,-1.3269,4.2568,-0.066594,0.40625,8.6353,-0.24539,-1.0659,7.8016,-0.20121,-0.18842,28.626,-2.6784,0.093894,26.553,-1.8355,1.7462,28.721,-2.1475,-1.5219,35.894,-1.9124,-0.54128,6.2224,0.71395,6.2399,1.4189,6.1322,-0.88101,-0.42537,6.1647,0.13347,2.7681,1.7154,0.455,-3.3111,1.6069,1.1572,3.1837,0.060994,-1.0594,-3.443,-0.075849,-1.0236,1.5632,0.95339,0.2735,1.9945,0.93539,-0.044215,-1.1947,1.0666,1.3551,1.6497,0.62732,1.6945,-0.98958,1.063,0.31548,1.176,-0.3489,0.94097,-0.95231,0.1853,-1.33,1.1046,-1.1926,-0.34126,0.46329,0.89725,0.27967,0.88292,-1.7054,0.88801,0.87131,0.15898,0.80812,-0.33294,-0.74836,0.97497,1.1608,0.78866,0.97955,1.0378,-1.0931,1.2541,-0.052567,1.2518,1.4721,0.3489,12.674,9.9661,4.1972,11.912,0.66297,0.53111
0,-0.27211,7.3122,0.90811,-0.7523,5.823,3.0185,-14.644,5.0756,2.944,13.903,5.4029,3.6771,-13.048,5.3627,0.60445,13.794,5.7404,2.3965,-13.421,5.4392,0.10435,15.337,5.8063,1.9801,-2.3602,2.1903,5.8367,1.4081,-16.38,0.16651,-4.102,15.069,0.18811,-0.36096,-11.735,-15.591,-0.44637,9.8406,-17.034,-1.7616,-7.5597,-32.293,3.9488,5.4726,-34.639,1.2956,-0.49665,4.3882,0.074261,-0.55118,4.8023,0.1309,-1.2105,9.5014,1.2771,-0.076276,8.194,1.3504,-1.6771,29.057,-0.93421,0.38461,27.033,-0.68437,-0.32499,28.33,-1.8339,-1.5579,35.807,-1.1007,-0.099974,6.6495,0.27287,6.6625,0.22056,6.3448,-1.7535,0.33859,6.3861,-0.016013,3.0393,2.0355,0.47348,-3.6848,2.3636,0.30582,3.3814,0.0071378,-0.93521,-3.8232,1.0692,-1.3229,1.5452,1.156,0.77919,1.3407,1.1653,0.17527,-0.90633,1.151,-0.15469,1.3716,1.0946,-0.31089,-0.78476,0.51287,0.80429,0.93439,0.60133,2.172,-0.884,-2.3695,0.30796,0.99568,-0.9708,2.4285,0.96476,1.1478,0.032498,1.1203,-1.2386,1.1205,2.6937,0.054887,1.123,-2.098,-0.37588,1.1939,1.3373,0.62984,1.1558,1.4062,-0.9858,1.3979,0.80226,0.91698,1.5021,0.23919,12.422,11.338,5.7605,11.384,-1.8991,-1.4827
1,1.229,7.1352,1.2872,0.19667,5.6074,3.6798,-14.024,4.8905,4.5574,14.372,5.1294,3.6424,-12.974,5.013,1.4412,14.945,5.1414,2.2314,-13.105,5.1768,0.74931,16.644,5.1967,1.474,-0.93676,1.9481,6.3104,1.189,-16.228,-0.017672,-2.9836,14.32,-0.011078,-2.8583,-12.264,-15.594,0.74328,10.007,-17.194,-1.6572,-8.0164,-32.285,5.1076,5.9012,-34.766,1.5441,-0.31815,4.7536,-0.19316,-0.60924,5.269,0.20958,-1.0672,9.4681,1.7759,0.31089,8.1073,1.6286,-2.4717,28.119,-0.30612,1.476,26.347,-0.35825,-0.64994,28.453,-1.5821,-0.65792,35.962,-0.69087,0.22847,6.6627,0.067842,6.5857,0.442,6.3204,-0.69512,-0.098045,6.3358,-0.76418,3.623,1.7483,0.53047,-3.8913,2.0333,0.65106,3.7875,-0.48756,-0.92334,-4.4048,0.29997,-1.2842,0.79493,1.1169,0.43357,0.70163,1.1307,0.33782,0.37819,1.2169,-0.24632,0.69409,1.1923,-1.485,-0.60175,0.9325,0.79835,0.82289,-0.5365,0.8614,-0.89204,-2.2693,0.47085,1.0167,-1.9898,1.3883,1.3672,1.2593,0.36213,1.2809,0.33782,1.309,1.6023,-1.0355,1.3238,-1.2749,-0.5077,1.2913,1.3956,0.79475,1.3062,1.4408,-1.1794,1.1748,1.1088,1.1375,0.97117,0.5168,11.366,9.2495,5.2657,11.573,-1.9608,-1.511
0,-1.5559,7.5694,1.9252,-0.95899,6.0356,3.0081,-14.082,5.2863,3.6098,12.496,5.6326,2.868,-12.424,5.2349,0.10735,14.675,5.3407,1.465,-11.095,5.6687,-1.6794,15.343,5.4687,-0.25622,-1.2552,2.3654,6.1602,1.5762,-15.173,0.42825,-2.4942,14.013,0.48855,-1.9505,-11.571,-16.341,-0.75533,8.742,-18.007,-0.81207,-9.882,-33.762,2.7244,5.6994,-37.177,2.6989,-1.1199,3.9102,0.33662,-0.45984,4.3425,-0.098283,-0.77141,8.2091,0.14533,-0.23233,6.6419,-0.60311,-1.5815,27.635,-2.6692,1.705,25.54,-2.1863,2.4237,28.814,-1.0672,-3.1284,35.57,-1.2701,0.88526,5.618,-0.044585,5.5432,0.30932,5.3581,0.69624,0.05904,5.3798,-1.1596,3.7236,1.8375,0.15351,-4.2766,2.3784,-0.77406,4.5694,-1.2814,-0.61787,-4.6326,0.34905,-2.7588,-1.1922,1.0436,1.4336,0.14267,0.9989,0.8403,-1.1234,1.0488,1.0756,0.39024,1.0995,-0.44093,-0.79125,-0.57392,-0.12083,1.0218,-0.3418,-0.087738,-0.89876,-0.33682,-2.2469,1.0568,0.53309,-0.37728,1.5207,1.1314,0.70083,1.1735,-0.3384,1.1689,1.0959,0.20924,1.1908,-1.7171,-1.1588,1.3151,0.82791,1.082,1.2465,0.91071,-1.0264,1.577,-0.91634,1.1486,1.0488,-0.2476,12.035,8.3627,2.7995,14.396,-1.9783,-1.568
1,0.32666,7.434,1.9198,0.49065,5.8372,3.44,-13.472,5.1582,4.394,13.808,5.2906,3.1425,-12.43,5.3153,0.60547,14.987,5.0346,1.1036,-11.331,5.588,-1.661,16.179,5.1179,-0.48018,-0.52561,1.9396,6.5123,1.1126,-15.841,-0.03758,-2.9416,13.877,-0.056237,-1.9777,-11.422,-17.195,-0.21366,8.1583,-18.83,-0.44011,-9.1854,-34.214,3.62,5.3013,-37.553,2.9509,-0.93792,3.1138,0.31225,-1.3736,3.6028,0.33773,-0.89662,6.9996,0.83692,-0.93505,5.6999,-0.20842,-1.0642,27.625,-2.9091,1.8054,26.26,-1.7774,2.8523,28.591,-1.5833,-2.0566,37.078,-1.1247,0.80822,4.6281,0.18227,4.6011,0.7498,4.4721,0.18948,0.016162,4.5068,-1.0907,3.3256,0.8538,-0.26278,-3.5043,1.2154,0.19184,4.1627,-1.6556,-0.91918,-4.3425,0.29743,-1.9136,-0.16347,1.0895,0.51209,1.4248,1.065,0.7591,0.095754,1.126,0.58243,1.0464,1.0551,-1.0328,-0.7139,0.35909,-0.32251,1.0157,-0.27865,-0.54459,-0.8796,-0.16804,-2.022,1.0937,-0.48331,-1.0182,2.1296,1.1693,0.64353,1.2017,0.16234,1.2427,1.5702,-1.2953,1.2065,-1.9873,-0.6994,1.0013,0.85223,1.0904,0.81612,0.94609,-0.67773,1.2201,-1.16,0.97159,0.96562,-1.8681,12.05,8.3936,2.5418,13.93,-1.9915,-1.6052
