0.0041978,0.83651,-0.011831,0.0159,0.65528,0.007923,-0.16137,0.62356,0.001388,0.18812,0.5632,-0.011701,-0.22034,0.83811,-0.20048,0.24397,0.78114,-0.21125,-0.13414,1.1525,-0.243,0.16763,1.0365,-0.28301,0.0037801,0.29426,0.031043,0,0.22236,0,-0.08353,0.14514,-0.002775,0.07635,0.13414,-0.011608,-0.069338,-0.51679,0.039651,0.046851,-0.54252,0.019235,-0.043263,-0.96541,0.091223,0.030018,-1.0006,0.082015
0.010239,0.78435,-0.001675,0.055874,0.59148,0.001372,-0.12105,0.5764,-0.00997,0.18275,0.55648,-0.00834,-0.18311,0.85117,-0.16648,0.20362,0.81163,-0.20643,-0.036128,1.1267,-0.17042,0.079867,1.04,-0.24725,0.0081685,0.28104,0.026836,0,0.21728,0,-0.070682,0.15324,-0.002004,0.065027,0.13052,-0.011456,-0.086623,-0.51368,0.03698,0.042018,-0.54659,0.016521,-0.050837,-0.95602,0.11519,0.026237,-1.0001,0.091469
-0.00047853,0.7729,0.004777,0.045358,0.58298,0.009052,-0.18451,0.52266,0.036035,0.17019,0.55258,-0.000812,-0.20926,0.79823,-0.11624,0.17303,0.83137,-0.18717,-0.062271,1.0738,-0.12018,0.050854,1.0582,-0.22836,0.0077017,0.29045,0.029866,0,0.24022,0,-0.071683,0.18032,-0.023004,0.054623,0.14001,0.002089,-0.10111,-0.49403,0.034508,0.037934,-0.53822,0.011488,-0.059018,-1.0038,0.13721,0.016786,-0.99531,0.10122
-0.0032571,0.79637,-0.004144,0.029034,0.62256,0.027986,-0.16736,0.54268,0.031972,0.18097,0.54893,-0.003387,-0.20718,0.79905,-0.11185,0.23469,0.77899,-0.15498,-0.053936,1.0947,-0.09648,0.12903,1.0238,-0.19888,0.009907,0.26223,0.032301,0,0.18301,0,-0.076005,0.11906,-0.01135,0.065667,0.09044,-0.003912,-0.096868,-0.55604,0.042306,0.045102,-0.58739,0.013154,-0.051682,-0.99856,0.13273,0.025561,-0.99096,0.099198
-0.0013431,0.79072,0.000546,0.020756,0.61145,0.023076,-0.17549,0.57915,0.033621,0.1795,0.55545,-0.012047,-0.28114,0.78058,-0.092249,0.2951,0.76473,-0.15092,-0.16348,1.0903,-0.15257,0.22171,1.0444,-0.21681,0.009662,0.26121,0.032594,0,0.18497,0,-0.076967,0.12198,-0.005574,0.066491,0.09176,-0.006052,-0.095604,-0.55369,0.043178,0.048345,-0.58606,0.013071,-0.056722,-0.9886,0.12368,0.027022,-0.99198,0.098501
-0.007471,0.81889,-0.005975,0.017272,0.62531,0.019992,-0.17701,0.58446,0.030353,0.17954,0.55541,-0.015722,-0.34815,0.79192,-0.087164,0.35453,0.7605,-0.16011,-0.2601,1.1003,-0.19673,0.36555,1.0438,-0.27351,0.0089035,0.26448,0.031574,0,0.19199,0,-0.077576,0.12515,-0.004683,0.069546,0.10052,-0.007501,-0.097823,-0.55061,0.043117,0.066313,-0.57705,0.021144,-0.066835,-0.98258,0.12227,0.036934,-0.99125,0.091198
-0.0051608,0.84575,-0.007064,0.020502,0.66549,0.011404,-0.18094,0.60365,0.030151,0.18291,0.56441,-0.019929,-0.39111,0.73661,-0.033678,0.4308,0.73973,-0.18335,-0.43092,0.94118,-0.1814,0.50218,0.98002,-0.30887,0.0083379,0.28041,0.030362,0,0.20736,0,-0.080061,0.1298,-0.003526,0.074665,0.12356,-0.008247,-0.10948,-0.54511,0.049512,0.087664,-0.55411,0.016453,-0.11488,-0.95911,0.083833,0.089852,-0.97535,0.034834
-0.004111,0.86367,-0.005286,0.022793,0.67165,0.012042,-0.17915,0.60424,0.030216,0.18612,0.56894,-0.019589,-0.41084,0.68949,-0.010858,0.48119,0.66706,-0.17176,-0.53851,0.88828,-0.21671,0.61853,0.83032,-0.31139,0.0082352,0.29013,0.029829,0,0.21652,0,-0.083048,0.13692,0.000812,0.075981,0.13231,-0.012164,-0.12202,-0.53729,0.055796,0.11176,-0.54431,0.016144,-0.16382,-0.94312,0.056286,0.1391,-0.96854,0.014584
-0.0054994,0.86733,-0.005597,0.020664,0.67895,0.012871,-0.18094,0.60347,0.029216,0.18594,0.57191,-0.020053,-0.47069,0.61476,0.001628,0.47427,0.56297,-0.14232,-0.60986,0.70682,-0.19557,0.6582,0.67744,-0.27616,0.0075661,0.29948,0.02965,0,0.22618,0,-0.084246,0.14518,0.001655,0.077397,0.14049,-0.012262,-0.15039,-0.51533,0.055005,0.12862,-0.53545,0.011971,-0.20422,-0.92112,0.05008,0.18864,-0.97618,0.015261
-0.0062187,0.86877,-0.005617,0.020441,0.67978,0.011804,-0.17908,0.59042,0.016573,0.18592,0.57098,-0.02558,-0.45489,0.51195,0.031402,0.4194,0.49473,-0.082187,-0.65148,0.53721,-0.1311,0.63133,0.47673,-0.22294,0.0069383,0.29937,0.029209,0,0.22573,0,-0.084911,0.14484,0.003203,0.078794,0.14059,-0.014718,-0.17089,-0.52517,0.057622,0.16051,-0.52554,0.000707,-0.23922,-0.9267,0.05053,0.22305,-0.95411,0.007044
-0.00903,0.86729,-0.002688,0.018839,0.67243,0.010331,-0.1791,0.5659,0.011868,0.18259,0.56325,-0.025437,-0.40699,0.41648,0.076106,0.37894,0.41348,-0.044844,-0.61603,0.32478,-0.033457,0.56471,0.29173,-0.16807,0.0062333,0.28996,0.028494,0,0.21552,0,-0.086401,0.13496,0.002586,0.079576,0.13356,-0.011642,-0.18564,-0.52759,0.062655,0.16941,-0.53788,0.005544,-0.27664,-0.92981,0.069438,0.25858,-0.95947,0.012985
